Sample:	'1
File name:	Default_20230620_155440.FD3
Run date:	'15:48:19, 06/20/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
131	455.0/535.0	10.89
132	460.0/545.0	9.829
133	460.0/620.0	-0.698
134	465.0/550.0	6.317
135	470.0/560.0	4.154
136	480.0/575.0	1.136
137	485.0/585.0	0.791
138	495.0/600.0	-0.021
139	500.0/370.0	4.270
140	500.0/440.0	0.085
141	500.0/465.0	-0.324
142	500.0/610.0	-0.393
143	505.0/355.0	4.358
144	510.0/380.0	3.726
145	525.0/240.0	-1.093
146	525.0/290.0	-0.609
147	530.0/565.0	0.385
148	535.0/240.0	-1.096
149	535.0/295.0	0.081
150	545.0/300.0	0.550
151	545.0/360.0	-0.023
152	545.0/595.0	-0.361
153	550.0/305.0	0.970
154	550.0/395.0	0.223
155	555.0/440.0	-0.371
156	555.0/505.0	-0.810
157	560.0/405.0	-0.490
158	560.0/485.0	-0.838
159	560.0/625.0	-1.046
160	565.0/355.0	-0.452
161	570.0/255.0	-1.344
162	570.0/315.0	0.514
163	575.0/265.0	-1.437
164	575.0/400.0	-0.409
165	580.0/325.0	0.355
166	580.0/395.0	-0.255
167	580.0/445.0	-0.470
168	585.0/240.0	-1.226

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-145.5	-44.34	 1031	 1086	16.77	-49.35	-32.58	-32.58	-28.94	-12.82	-24.69	-15.90	-20.64	-16.58	-10.41	-9.162	-9.818	-9.651	-6.429	-8.060	-4.932	-5.352	-3.547	-5.093	-4.941	-3.945	-4.793	-3.612	-4.783	-3.659	-3.431	-3.213	-3.454	-3.030	-3.099	-2.331	-2.262	-2.523	-2.680	-1.875	-2.677	-2.608	-2.073	-2.005	-2.381	-2.173	-1.894	-1.157	0.120	0.711	-0.335	-2.012	-1.766	-1.303	-1.918	-1.447	-2.200	-1.978	-2.420	-1.538	-2.084	-1.946	-1.885	-2.065	-1.893	-2.558	-2.027	-2.144	-1.965	-1.704	-2.613	-2.353	-2.534	-1.595	-2.038	-1.972	-2.306
235.0	-157.3	-121.0	306.7	 1908	 1554	72.10	-51.82	-15.83	-30.55	-8.528	-36.20	-14.60	-24.74	-16.46	-7.185	-13.79	-8.205	-10.70	-8.105	-5.408	-5.097	-6.548	-5.466	-3.194	-3.649	-4.045	-4.041	-3.806	-4.521	-4.170	-4.215	-3.885	-3.090	-3.921	-3.734	-3.090	-2.602	-2.532	-3.246	-0.901	-3.266	-2.994	-2.429	-2.488	-1.609	-1.440	-1.208	-0.998	-1.220	-0.589	1.004	1.898	-0.241	-0.729	-1.961	-2.373	-2.002	-1.961	-1.793	-2.591	-2.237	-1.699	-2.469	-1.682	-1.747	-2.655	-1.913	-2.787	-1.756	-2.189	-2.200	-1.987	-2.661	-1.679	-1.473	-2.441	-1.907
240.0	-128.3	-99.79	-16.43	882.5	 2932	 1484	26.19	-13.65	-33.67	-26.96	-27.61	-19.74	-17.50	-9.216	-16.14	-12.48	-10.13	-11.29	-6.723	-6.748	-4.512	-7.222	-5.972	-4.410	-4.249	-4.955	-4.334	-5.583	-5.384	-4.754	-5.250	-4.175	-2.806	-3.197	-2.295	-3.317	-3.294	-3.175	-2.635	-2.582	-3.200	-2.448	-1.572	-2.981	-1.781	-0.630	-1.308	-1.382	-2.051	-1.708	0.056	3.290	4.225	2.745	-0.212	-2.323	-1.722	-1.322	-2.242	-2.443	-2.584	-1.093	-2.189	-1.096	-1.817	-3.341	-1.963	-2.764	-1.701	-2.136	-2.180	-2.329	-2.609	-1.226	-2.253	-1.496	-2.126
245.0	-163.7	-128.9	-63.91	153.7	 1655	 3851	 1244	24.69	-23.24	-25.10	-32.39	-20.35	-15.86	-11.63	-11.25	-14.68	-9.468	-9.609	-4.046	-7.347	-4.941	-6.400	-3.901	-7.037	-4.325	-5.724	-4.037	-4.199	-3.942	-3.998	-4.199	-2.463	-4.457	-4.091	-1.839	-0.907	-2.977	-2.169	-2.658	-1.790	-3.550	-2.413	-1.108	-2.424	-1.557	-1.153	-1.314	-1.942	-1.613	-1.480	-0.869	0.344	2.817	6.133	5.359	1.449	-1.272	-1.488	-2.100	-1.493	-2.049	-1.524	-1.916	-1.831	-2.630	-2.373	-2.591	-2.143	-2.657	-2.166	-2.051	-2.375	-2.005	-1.778	-1.941	-1.792	-2.670
250.0	-141.7	-116.2	-29.09	13.88	360.6	 1970	 4008	 2697	286.6	-18.16	-22.68	-14.05	-17.75	-13.29	-14.87	-10.69	-8.884	-8.984	-5.511	-3.928	-4.176	-5.435	-4.319	-5.061	-4.508	-4.160	-3.915	-3.861	-3.234	-4.638	-4.134	-3.124	-3.883	-2.292	-2.638	-2.238	-1.965	-2.952	-1.835	-2.006	-2.679	-2.460	-2.563	-2.664	-1.532	-1.510	-1.606	-1.985	-1.813	-1.297	-1.315	-1.070	-0.609	1.179	2.845	5.358	6.050	4.296	0.766	-1.684	-1.770	-2.202	-1.414	-2.505	-2.173	-2.255	-1.678	-1.900	-2.965	-2.129	-1.869	-1.772	-2.242	-2.591	-1.977	-1.906	-2.483
255.0	-152.9	-120.4	-80.45	-7.605	107.1	396.6	 1450	 5806	 4602	315.9	-17.71	-8.348	-16.19	-9.410	-14.33	-9.992	-9.748	-5.695	-7.477	-4.556	-5.506	-6.969	-4.571	-4.062	-4.471	-3.201	-3.577	-3.410	-2.930	-4.397	-5.201	-3.188	-3.782	-3.061	-2.706	-2.857	-3.191	-3.680	-1.517	-2.034	-2.148	-2.586	-2.258	-2.661	-2.039	-1.343	-1.426	-2.869	-1.901	-1.097	-1.091	-0.887	-1.636	-0.440	-0.813	0.222	1.700	5.796	11.42	8.205	2.318	-1.617	-1.345	-2.156	-3.074	-1.398	-2.319	-1.789	-2.699	-2.359	-1.344	-1.661	-2.735	-2.093	-2.363	-1.989	-2.770
260.0	-125.6	-88.73	-112.2	-31.14	113.8	109.9	317.4	 2840	 8087	 1464	96.78	-9.629	-13.25	-14.38	-12.55	-12.18	-5.753	-4.662	-7.674	-9.783	-6.696	-6.458	-5.848	-5.836	-3.709	-4.341	-4.509	-3.708	-5.611	-4.372	-4.618	-5.087	-3.591	-2.627	-2.959	-3.077	-1.871	-2.557	-1.262	-2.184	-2.065	-1.807	-2.068	-2.519	-2.200	-2.311	-1.727	-1.892	-2.653	-1.058	-1.704	-0.535	-1.735	-2.141	-1.777	-1.469	-0.815	1.376	5.204	8.332	11.77	6.048	-0.050	-2.037	-2.128	-1.575	-1.728	-1.629	-3.412	-2.129	-1.349	-1.893	-2.307	-1.778	-2.218	-1.691	-2.520
265.0	-20.50	-101.9	-71.29	-78.03	11.84	129.0	64.48	682.3	 4521	 8131	 1163	29.47	-19.75	-12.39	-11.50	-8.825	-8.398	-6.260	-5.176	-7.534	-2.854	-5.123	-6.139	-4.423	-4.472	-4.750	-3.182	-3.833	-3.720	-2.163	-2.794	-3.018	-2.565	-3.034	-0.361	-3.153	-3.039	-2.007	-1.614	-2.521	-2.575	-2.307	-2.413	-2.434	-1.752	-2.426	-1.418	-2.345	-2.085	-1.877	-1.892	-1.174	-1.375	-1.389	-0.939	-2.290	-1.830	-1.012	-0.243	1.405	7.342	11.60	11.18	3.533	-1.032	-1.618	-1.901	-2.194	-2.552	-2.154	-2.434	-1.437	-2.147	-1.693	-2.430	-2.304	-2.776
270.0	-89.10	-105.2	-81.08	-80.22	-64.67	76.38	165.0	179.4	 1103	 4005	 6464	 3414	245.6	-11.95	-8.884	-9.207	-6.937	-5.428	-5.104	-5.381	-4.601	-6.775	-5.179	-3.969	-4.118	-3.983	-3.028	-4.027	-3.787	-2.694	-3.236	-2.931	-3.626	-3.736	-3.098	-2.658	-2.577	-2.251	-2.321	-2.353	-1.863	-2.527	-2.029	-2.411	-1.372	-1.812	-2.060	-1.638	-1.713	-1.824	-1.740	-1.947	-1.933	-1.309	-1.662	-0.876	-1.176	-0.894	-1.419	-1.221	-0.217	2.237	5.812	9.255	11.40	8.718	2.299	-1.620	-2.874	-2.108	-1.909	-2.211	-1.599	-2.448	-2.041	-2.392	-2.644
275.0	-144.4	-126.5	-96.60	-79.49	-36.45	3.641	114.9	271.8	271.3	906.0	 2162	 6631	 4678	222.9	-11.35	-5.350	-9.717	-7.301	-8.530	-1.732	-6.911	-6.096	-5.574	-5.030	-4.248	-3.494	-3.979	-4.100	-3.361	-3.581	-3.568	-4.548	-2.935	-3.575	-3.024	-2.567	-3.615	-2.813	-1.457	-1.310	-2.363	-2.550	-2.374	-2.528	-3.420	-1.385	-2.074	-2.317	-1.296	-1.671	-1.353	-1.602	-1.526	-1.484	-2.244	-1.444	-1.468	-0.100	-1.352	-1.365	-2.036	-1.408	-0.379	0.692	3.302	10.49	17.03	15.27	3.058	-2.033	-2.217	-2.999	-1.829	-3.271	-2.504	-3.158	-3.327
280.0	-133.9	-80.06	-97.21	-92.14	-35.21	-20.17	11.74	272.0	243.8	215.6	508.6	 2678	 7527	 3261	74.61	-4.772	-7.756	-4.765	-3.685	-5.051	-6.060	-5.117	-5.749	-4.545	-4.516	-3.861	-2.623	-1.982	-4.414	-3.137	-3.175	-2.158	-3.690	-2.658	-3.908	-2.023	-3.212	-2.804	-2.821	-3.201	-1.016	-2.411	-3.248	-2.050	-3.253	-1.818	-0.996	-2.228	-2.060	-1.676	-1.424	-1.176	-1.914	-1.556	-1.853	-0.669	-1.624	-1.028	-0.487	-0.791	-1.237	-2.262	-1.172	-1.700	-0.889	0.881	6.345	16.56	19.91	12.30	-0.214	-2.678	-2.332	-2.584	-2.208	-3.075	-1.889
285.0	-86.78	-99.43	-102.0	-50.23	-61.48	-37.01	-10.39	106.6	355.0	156.3	138.4	658.7	 3571	 7381	664.5	24.05	-6.361	-6.319	-4.267	-4.837	-4.626	-4.175	-3.251	-4.013	-2.908	-2.903	-2.409	-2.497	-3.587	-2.751	-2.167	-2.559	-2.912	-3.443	-2.774	-2.391	-2.908	-3.386	-3.662	-3.346	-1.506	-1.914	-2.623	-1.679	-2.343	-2.846	-1.758	-1.281	-1.584	-1.557	-1.075	-1.996	-2.174	-1.539	-2.510	-2.063	-1.749	-1.692	-1.670	-0.700	-1.172	-1.807	-1.580	-2.157	-1.529	-1.336	0.135	4.456	10.34	20.70	17.66	5.878	-1.808	-2.322	-2.016	-1.596	-2.842
290.0	-142.5	-81.72	-56.19	-70.57	-43.84	-13.63	-19.05	24.45	181.0	374.7	227.8	200.7	900.1	 3349	 5143	 2527	158.1	-0.693	-4.237	-4.556	-4.739	-4.244	-3.389	-4.075	-3.299	-3.879	-3.819	-3.026	-3.419	-3.690	-2.915	-3.616	-3.009	-4.215	-1.991	-2.477	-2.716	-2.615	-2.736	-2.818	-2.328	-2.036	-2.492	-2.676	-2.326	-2.708	-2.144	-1.900	-1.938	-1.478	-1.288	-1.976	-1.828	-1.707	-1.494	-1.746	-1.912	-1.926	-2.372	-1.478	-1.052	-0.609	-0.629	-1.281	-1.506	-1.783	-1.472	-0.736	1.078	4.904	9.647	13.66	14.84	11.03	3.436	-0.879	-2.644
295.0	-104.4	-40.42	-68.07	-56.74	-42.18	17.26	-4.103	1.580	57.42	216.3	572.4	255.1	300.9	818.7	 1687	 6053	 3642	185.3	-3.260	-3.817	-5.158	-4.919	-3.799	-3.383	-2.868	-3.757	-2.077	-2.782	-4.337	-4.123	-3.643	-2.535	-1.092	-3.828	-3.002	-1.242	-3.226	-2.576	-1.884	-3.177	-2.234	-2.158	-2.145	-2.553	-1.801	-1.798	-2.453	-2.369	-0.661	-1.607	-1.641	-1.437	-1.574	-1.758	-1.276	-1.811	-1.935	-1.690	-2.349	-1.475	-1.373	-1.298	-0.657	0.081	-0.041	-1.415	-1.572	-0.613	-0.695	-0.531	0.759	2.379	4.303	12.10	22.48	17.23	4.131
300.0	-101.6	-78.28	-1.255	0.864	-8.703	-7.233	13.05	34.31	71.72	150.3	452.6	585.1	239.2	285.9	452.2	 2379	 7000	 2726	83.84	-0.398	-3.824	-4.276	-2.202	-3.331	-3.791	-1.927	-3.606	-3.224	-5.260	-2.889	-2.184	-2.413	-2.579	-2.920	-1.728	-2.789	-2.425	-1.418	-2.937	-3.080	-1.532	-2.352	-2.143	-1.240	-1.686	-1.828	-2.300	-2.844	-1.415	-1.334	-1.564	-1.336	-1.898	-1.580	-1.143	-1.697	-1.985	-1.087	-1.480	-1.537	-2.203	-1.876	-1.032	-0.633	-0.094	0.550	-0.447	-1.418	-0.963	-1.349	-0.792	-0.716	-0.314	1.034	7.656	20.95	24.23
305.0	-158.6	-57.73	-33.19	19.67	-14.82	31.44	29.80	48.09	80.72	151.9	281.2	699.7	464.9	212.7	198.5	620.9	 3363	 7083	 1893	21.56	-2.020	-3.058	-1.921	0.096	-2.969	-2.482	-2.795	-3.170	-3.245	-4.398	-3.097	-2.611	-2.453	-2.480	-2.806	-2.529	-2.297	-2.142	-3.144	-2.239	-1.774	-1.298	-2.701	-2.299	-1.478	-2.323	-1.413	-1.653	-1.540	-1.670	-1.260	-1.113	-2.157	-1.406	-1.506	-2.166	-1.529	-0.996	-1.522	-1.504	-2.357	-1.803	-1.260	-1.278	-0.780	-0.460	0.970	-0.239	-0.967	-1.540	-1.219	-1.647	-1.667	-1.259	0.736	4.882	14.19
310.0	-163.4	-75.46	13.79	-1.529	8.627	30.06	53.98	74.99	106.6	151.0	227.0	421.1	657.8	459.5	185.5	218.7	837.3	 3106	 5345	 2679	122.3	-1.723	-0.901	-1.146	-3.200	-3.170	-2.999	-2.907	-2.333	-4.294	-3.260	-3.206	-2.777	-2.720	-3.345	-1.382	-2.252	-2.112	-2.789	-1.709	-2.228	-1.400	-1.953	-1.937	-2.054	-2.440	-1.716	-1.704	-1.493	-1.225	-0.691	-1.189	-2.052	-1.245	-1.402	-1.527	-1.749	-1.059	-1.644	-1.311	-1.568	-1.346	-1.841	-1.422	-1.280	-0.808	-0.754	-0.865	-0.042	0.438	-1.196	-1.255	-1.404	-1.449	-1.882	0.449	1.563
315.0	-166.6	-91.18	-36.69	59.90	42.28	48.70	71.48	108.7	121.4	175.1	239.5	309.2	407.0	672.2	402.1	154.1	255.1	741.8	 1647	 5464	 2620	162.8	1.364	-0.246	-1.790	-2.964	-1.867	-3.152	-2.800	-4.223	-4.901	-4.253	-1.915	-1.996	-2.057	-2.053	-1.188	-2.127	-2.277	-1.698	-2.268	-2.880	-2.721	-2.452	-1.722	-1.629	-1.263	-1.782	-0.893	-0.595	-0.647	-1.654	-1.333	-1.337	-1.954	-1.087	-1.195	-0.909	-0.908	-1.338	-1.630	-1.130	-0.987	-1.014	-1.351	-1.125	-1.508	-1.941	-1.372	0.448	0.514	-0.972	-0.825	-1.533	-1.668	-1.435	-1.244
320.0	-102.5	-47.36	-33.47	63.27	77.88	81.75	114.7	144.7	163.2	192.2	256.5	292.6	327.2	496.7	634.5	241.1	138.1	220.1	409.1	 2148	 5970	 2122	87.73	0.511	-1.976	-2.677	-4.297	-3.076	-4.075	-4.098	-3.235	-4.856	-3.251	-2.839	-2.499	-2.323	-1.378	-1.913	-1.371	-2.024	-3.002	-2.784	-1.730	-2.745	-0.929	-1.387	-1.375	-1.598	-1.236	-1.230	-0.905	-1.396	-1.875	-1.501	-1.618	-1.028	-1.352	-1.189	-1.850	-1.877	-2.210	-0.740	-1.775	-1.419	-1.053	-1.549	-0.967	-0.810	-1.369	-1.507	-0.929	-0.915	-0.675	-1.192	-1.708	-2.850	-0.958
325.0	-93.34	-40.12	57.96	126.7	138.5	138.7	206.7	212.7	214.8	238.1	272.6	303.4	336.8	346.9	564.9	479.5	150.7	120.1	137.6	526.6	 2906	 5864	 1586	28.74	-2.527	-1.749	-2.845	-4.281	-2.574	-2.059	-2.526	-3.729	-2.631	-2.768	-3.029	-3.582	-1.446	-2.891	-3.210	-1.831	-2.965	-2.700	-0.902	-2.301	-1.922	-2.633	-1.409	-1.070	-1.336	-1.288	-1.078	-1.106	-1.333	-1.061	-1.410	-0.736	-2.073	-0.788	-0.852	-1.154	-1.030	-1.235	-1.482	-1.628	-1.422	-0.825	-1.783	-1.229	-1.688	-1.180	-0.503	-0.654	0.355	0.196	-1.129	-2.177	-1.695
330.0	-85.36	2.134	146.7	279.5	326.0	417.3	462.4	451.0	382.5	370.4	350.0	321.1	345.9	329.5	377.0	486.9	379.3	161.3	95.72	159.4	708.1	 2594	 4509	 2311	104.4	1.018	-1.743	-2.422	-1.392	-3.128	-2.855	-3.358	-3.475	-2.394	-2.315	-3.330	-1.302	-2.550	-2.836	-2.282	-2.023	-1.712	-1.178	-1.902	-2.160	-2.064	-0.968	-0.850	-0.785	-0.828	-0.513	-0.757	-0.700	-0.625	-0.527	-0.705	-0.777	-0.921	-0.770	-0.467	-0.271	-0.694	-1.276	-0.844	-1.607	-1.212	-1.347	-0.958	-1.316	-0.871	-1.750	-1.232	-0.573	-0.463	-0.004	-0.355	-0.727
335.0	20.39	46.49	262.1	516.4	615.2	839.4	846.5	777.1	615.0	555.9	454.4	359.5	378.4	351.3	332.6	331.2	446.8	370.8	133.0	104.9	204.5	605.9	 1411	 4667	 2051	147.1	-0.787	-1.552	-2.723	-0.948	-4.074	-2.033	-1.908	-1.634	-2.623	-2.834	-3.885	-2.301	-1.923	-1.895	-1.350	-1.719	-2.248	-1.995	-2.192	-2.099	-1.818	-1.471	-1.407	-0.795	-0.290	0.304	-0.409	0.178	0.435	0.656	-0.197	0.367	-0.132	0.082	0.031	0.605	-0.757	-0.399	-1.806	-1.097	-0.702	-1.309	-1.553	-1.706	-1.579	-1.292	-0.455	-1.148	-1.206	-1.563	-0.168
340.0	26.28	177.7	382.2	677.5	889.8	 1156	 1147	 1045	841.0	706.5	509.0	386.1	388.9	369.8	331.0	300.6	330.9	481.3	266.4	109.3	104.3	171.6	349.4	 1833	 5176	 1816	94.10	0.220	-1.457	-3.283	-3.489	-2.488	-1.801	-1.836	-3.196	-1.389	-4.571	-3.307	-1.620	-2.072	-1.175	-3.604	-2.786	-1.919	-1.756	-1.827	-1.247	-1.666	-0.868	-0.397	-0.067	0.677	-0.107	1.198	0.710	1.749	1.091	1.045	0.965	0.319	-0.318	-0.182	0.399	-0.934	-0.503	-0.930	-0.978	-0.619	-1.356	-0.940	-0.488	-1.006	-1.029	-0.605	-1.340	-1.511	-0.950
345.0	-10.85	183.4	510.2	837.7	 1175	 1417	 1466	 1232	 1055	837.1	570.4	426.2	385.1	379.6	336.4	298.1	261.6	397.6	430.5	174.1	98.96	86.41	114.0	448.7	 2511	 5267	 1427	39.83	0.090	-2.645	-1.336	-0.742	-1.313	-2.617	-2.651	-1.435	-2.157	-2.156	-1.245	-1.534	-2.184	-2.639	-2.123	-1.624	-1.605	0.064	-1.071	-0.874	-0.801	-0.090	0.448	1.313	1.414	2.431	1.702	2.420	1.367	1.392	1.382	0.731	0.794	0.389	0.498	-0.951	-0.430	-1.370	-1.623	-0.731	-0.965	-1.211	-0.895	-1.685	-1.054	-0.603	-1.750	-1.659	-1.160
350.0	-9.694	251.7	586.3	 1043	 1412	 1720	 1738	 1555	 1215	960.1	647.2	438.6	383.1	380.2	353.2	320.1	263.7	289.7	373.6	350.6	165.1	93.46	77.53	139.1	616.3	 2338	 4012	 2070	97.61	1.006	-1.065	-1.652	-2.433	-2.258	-2.019	-2.314	-1.945	-2.010	-1.670	-2.023	-2.673	-2.340	-1.746	-1.604	-1.678	-1.461	-0.726	-1.294	-0.254	0.162	1.296	2.095	1.960	1.899	2.525	3.392	2.157	2.948	2.132	1.726	0.974	1.082	0.722	-0.334	-0.356	-1.258	-1.485	-1.302	-0.908	-1.261	-1.344	-0.966	-1.252	-1.272	-1.577	-2.303	-1.709
355.0	32.13	249.4	629.0	 1125	 1562	 1915	 2015	 1710	 1379	 1091	688.6	438.5	368.2	401.6	371.7	332.1	290.1	278.1	278.7	347.2	329.5	143.7	90.45	87.35	176.0	550.0	 1283	 4055	 1771	135.2	-0.667	-0.863	-1.623	-1.702	-3.026	-3.009	-1.925	-1.690	-1.117	-2.342	-3.131	-2.811	-2.263	-0.843	-1.170	-1.820	-0.813	-1.498	-0.527	0.311	1.256	1.600	2.238	2.835	3.622	3.205	3.406	4.358	2.787	2.199	1.406	1.757	1.286	0.359	-1.064	-0.376	-1.554	-1.279	-0.984	-0.452	-1.615	-1.185	-1.586	-1.664	-1.191	-1.651	-0.941
360.0	-8.684	247.4	735.4	 1199	 1655	 2012	 2100	 1796	 1426	 1125	722.5	442.5	376.9	400.9	381.4	330.7	303.2	281.7	263.8	276.4	379.0	257.6	118.4	90.65	91.09	160.6	318.3	 1639	 4485	 1611	85.62	-0.411	-1.835	-1.677	-2.817	-2.116	-1.956	-1.438	-1.064	-3.021	-2.212	-2.079	-1.319	-1.056	-1.339	-1.444	-0.766	-1.401	0.193	1.221	1.191	1.825	2.953	2.879	3.404	4.265	3.465	4.308	3.123	2.241	1.398	1.901	0.269	1.046	-1.140	-0.023	-1.448	-1.157	-1.262	-1.076	-1.721	-0.733	-0.589	-0.972	-2.036	-1.730	-1.791
365.0	29.04	247.8	801.8	 1204	 1657	 2055	 2089	 1818	 1442	 1131	688.4	471.0	393.9	380.2	397.0	352.9	321.1	304.6	278.4	252.7	299.4	362.0	190.7	107.1	82.52	83.58	106.3	408.3	 2190	 4661	 1312	37.51	-0.168	-2.749	-2.371	-1.620	-2.655	-1.929	-2.526	-3.313	-2.180	-1.864	-1.874	-1.778	-1.092	-0.856	-0.977	-0.165	0.090	0.976	0.901	1.939	3.142	2.220	2.795	3.754	2.945	4.287	2.179	2.054	0.983	1.516	1.364	1.327	-0.510	-0.473	-1.053	-1.507	-1.298	-1.580	-1.967	-1.402	-0.628	-1.432	-1.704	-1.204	-1.759
