Sample:	'1
File name:	Default_20230714_150553.FD3
Run date:	'14:59:33, 07/14/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-9.085	53.74	 1234	 1303	104.8	-11.76	-12.01	-10.97	-7.879	-8.339	-7.805	-10.33	-4.376	-5.870	-4.180	-2.174	-2.361	-2.966	-1.534	-2.230	-1.125	-1.401	-1.470	-1.386	-1.058	-1.439	-1.179	-1.198	-1.333	-1.038	-0.931	-1.288	-0.886	-0.757	-0.252	-0.163	-0.883	-0.565	-0.689	-0.400	-0.513	-0.526	-0.460	-0.161	-0.463	-0.375	-0.361	0.677	2.223	2.536	0.806	-0.441	-0.347	-0.296	-0.361	-0.517	0.070	-0.464	-0.518	-0.008	-0.548	-0.561	-0.521	-0.402	-0.658	-0.620	-0.611	-0.416	-0.512	-0.468	-0.589	-0.555	-0.475	-0.625	-0.472	-0.711	-0.727
235.0	9.852	-1.771	393.5	 1625	 1318	134.9	-5.757	-9.119	-16.44	1.506	-6.398	-5.655	-6.635	-2.217	-4.194	-1.951	-3.732	-2.282	-1.049	-3.687	-1.153	-1.712	-0.468	-0.888	-1.366	-1.871	-0.762	-1.261	-0.961	-0.238	-0.962	-0.908	-0.878	-1.136	-0.657	-0.740	-1.344	-0.463	-0.298	-0.604	-0.936	-0.954	-0.292	-0.699	-0.114	-0.294	-0.261	0.078	0.508	1.395	2.358	3.203	1.029	0.351	-0.497	-0.461	-0.318	-0.364	-0.517	-0.670	-0.658	-0.450	0.084	-0.350	-0.662	-0.620	-0.509	-0.653	-0.532	-0.076	-0.641	-0.808	-0.896	-0.345	-0.927	-0.668	-0.592
240.0	-0.643	-3.274	72.22	658.0	 2153	 1266	63.73	-1.841	-8.126	-4.209	-6.886	-3.244	-5.073	-1.870	-4.456	-2.696	-1.211	-1.579	-2.999	-1.860	-0.271	-1.748	-0.533	-1.393	-1.135	-0.924	-1.249	-0.693	-0.850	-1.184	-1.174	-1.047	0.163	-1.403	-0.938	-0.838	-1.571	-0.449	-0.321	-0.561	-0.205	-0.850	-0.397	-0.249	-0.284	-1.298	-0.406	-0.058	-0.128	-0.154	1.429	3.519	3.753	2.570	0.253	-0.448	-0.510	-0.260	-0.160	-0.767	-0.678	-0.335	-0.409	-0.498	-0.366	-0.485	-0.500	-0.616	-0.815	-0.239	-0.666	-0.536	-0.793	-0.402	-0.624	-1.258	-0.818
245.0	-21.61	10.72	35.37	144.5	 1143	 2529	996.8	28.45	-4.903	-9.291	-3.096	-0.010	-6.809	-0.920	-4.907	-0.480	-1.172	-0.708	-1.094	-1.223	0.232	-1.961	-1.838	-1.332	-0.459	-1.981	-1.499	-0.494	-0.670	-0.945	-0.996	-1.457	-0.976	-1.625	-1.053	-0.897	-0.669	-0.534	-0.095	-0.196	-0.393	-0.567	-0.396	-0.325	-0.853	-0.779	-0.317	-0.335	-0.062	-0.185	-0.044	0.788	1.910	5.583	4.750	1.911	0.301	-0.385	-0.140	-1.015	-0.451	-0.150	-0.520	-0.558	-0.840	-0.388	-0.244	-0.712	-0.353	-0.556	-0.444	-0.738	-0.367	-0.454	-0.567	-0.891	-0.671
250.0	-19.02	-4.076	23.25	70.52	275.2	 1208	 2322	 1335	212.4	-2.098	-7.746	-6.072	-3.222	-1.903	-4.189	-1.819	-2.253	-2.138	-2.426	-2.234	-1.915	-2.315	-1.810	-1.189	-0.732	-1.649	-0.652	-0.656	-0.665	-1.399	-0.896	-1.349	-0.505	-1.018	-0.326	-1.295	-0.834	-0.636	-0.133	-0.416	-0.585	0.030	-0.284	-0.649	-0.422	-0.558	-0.266	-0.306	-0.333	0.100	-0.052	0.004	0.021	1.561	2.110	3.981	4.831	3.602	1.540	-0.057	-0.614	-0.377	-0.372	-0.753	-0.450	-0.531	-0.897	-0.707	-0.454	-0.654	-0.178	-0.364	-0.341	-0.390	-0.523	-0.746	-0.683
255.0	-25.75	-32.28	-7.464	74.44	126.9	277.1	824.4	 3150	 1735	200.1	-4.089	-9.755	-1.474	-3.887	-1.761	-2.403	-3.874	-2.273	-1.218	-2.890	-1.288	-2.516	-1.030	-1.993	-1.874	-1.300	-0.982	-1.241	-0.414	-1.737	-0.764	-0.689	-0.314	-0.935	-1.003	-0.465	-0.978	-0.602	-0.146	-0.656	-0.053	-0.523	-0.335	-0.479	-1.201	-0.477	0.009	-0.469	-0.275	-0.080	-0.111	0.222	-0.683	0.330	-0.002	1.002	1.774	3.469	6.473	5.601	2.175	-0.182	-0.532	-0.680	-1.040	-0.824	-0.651	-0.582	-0.486	-1.066	-0.079	-0.493	-0.204	-0.481	-0.359	-1.049	-1.161
260.0	-17.00	-51.13	-25.18	42.59	126.2	119.2	194.4	 1369	 3719	 1375	81.03	-6.766	-2.543	-7.673	-1.632	-2.809	-5.502	-2.632	-2.190	-1.067	-3.349	-1.324	-2.618	-0.446	-1.400	-0.834	-1.244	-1.475	-1.048	-1.482	-1.063	-0.811	-0.420	-0.876	-0.656	-0.794	-1.371	-0.896	-0.194	-0.994	-0.402	-0.683	-0.326	-0.387	-0.237	0.000	0.049	-0.573	-0.808	-0.394	-0.859	0.035	-0.098	-0.111	-0.260	-0.175	0.095	0.962	2.980	5.879	7.824	5.210	0.958	0.064	-0.711	-0.407	-0.760	-0.413	-0.515	-0.484	-0.283	-0.645	-0.262	-0.811	-0.747	-0.769	-1.032
265.0	-20.62	-31.74	-28.80	18.60	76.06	173.1	63.00	333.9	 1923	 3680	 1021	17.56	-0.732	-4.218	-3.324	-2.501	-3.645	-1.112	-0.405	-1.052	-0.748	-2.314	-1.446	-1.251	-0.561	-1.587	-1.652	-0.825	-1.285	-0.775	-0.756	-0.686	-0.733	-1.364	-0.668	-0.506	-0.091	-0.271	-0.971	-0.226	-0.821	-0.806	-0.345	-0.535	-0.579	-0.386	-0.050	-0.675	-0.400	-0.156	-0.863	-0.594	-0.040	-0.148	-0.032	-0.127	-0.076	-0.173	0.301	1.425	4.144	7.631	8.279	3.683	-0.305	-1.001	-0.923	-0.303	-0.594	-0.382	-0.121	-0.623	-0.488	-0.379	-0.896	-0.354	-0.481
270.0	-35.51	-19.71	-26.20	-0.005	8.232	117.9	188.7	125.2	462.0	 1667	 2961	 1904	197.1	-1.636	-2.199	-2.425	-0.740	-1.792	-0.990	-1.646	-1.405	-2.375	-0.764	-1.019	-1.035	-1.930	-1.495	-1.082	-0.939	-0.878	-0.761	-0.840	-0.849	-1.261	-0.620	-0.524	-1.092	-0.634	-0.867	-0.862	-0.799	-0.946	-0.300	-0.556	-0.523	-0.321	-0.462	-0.302	0.067	-0.269	-0.281	-0.353	-0.210	0.001	-0.066	0.516	-0.149	0.285	-0.173	0.061	0.487	1.821	4.582	6.785	7.710	5.984	2.249	-0.087	-0.489	-0.693	-0.272	-0.757	-0.470	-0.640	-0.907	-0.952	-0.606
275.0	-15.06	-17.62	-29.18	-16.67	7.990	30.40	138.7	262.4	143.0	385.2	972.3	 3301	 2642	148.5	-1.289	-2.421	1.429	-1.522	-2.262	-1.170	-0.598	-1.202	-0.373	-0.022	-0.151	-1.830	-1.308	-1.652	-0.106	-0.871	-1.076	-0.754	-0.961	-0.829	-0.562	-0.689	-0.935	-0.582	-0.568	-0.791	-0.080	-1.144	-0.353	-0.607	-0.273	-0.140	-0.451	-0.393	0.006	-0.213	-0.198	-0.298	-0.230	-0.500	0.077	-0.211	0.053	0.419	0.165	-0.434	-0.534	-0.201	0.715	1.314	2.635	5.854	10.91	9.522	2.773	-0.499	-0.634	-0.387	-0.775	-0.245	-0.402	-0.858	-1.187
280.0	-66.18	-3.638	-33.69	-20.28	-10.79	1.363	33.48	275.1	239.3	109.8	240.5	 1360	 3993	877.3	66.27	4.379	-0.522	-1.120	-2.154	-1.721	-2.621	0.204	-0.633	-0.933	-1.811	-1.614	-1.357	-0.611	-0.300	-0.781	-1.227	-1.101	-1.317	-0.761	-0.982	-0.821	-0.587	-1.099	-0.693	-0.894	-0.516	-0.864	-0.934	-0.366	-0.625	-0.334	-0.021	-0.267	-0.001	-0.427	-0.144	-0.191	-0.480	-0.628	-0.059	-0.198	-0.287	0.020	0.774	0.282	-0.113	-0.145	-0.057	-0.033	0.378	1.188	3.861	10.42	11.48	7.687	1.062	-0.424	-0.730	-0.629	-0.191	-0.844	-0.839
285.0	-13.93	-3.422	-16.73	-12.30	-19.86	-5.711	7.731	130.4	365.9	154.5	74.11	346.0	 1885	 4021	649.1	18.70	0.745	-1.751	-2.164	0.103	-2.053	-0.772	-0.454	0.096	-0.966	-1.323	-0.415	-0.514	-0.612	-1.233	-1.408	-1.023	-1.206	-0.467	-0.953	-0.764	-0.283	-0.672	-0.564	-0.482	-0.162	-0.509	-0.834	-0.138	-0.846	-0.182	-0.370	-0.213	-0.151	-0.398	-0.111	-0.663	-0.334	-0.395	-0.223	-0.118	-0.207	-0.042	0.106	1.269	1.056	0.141	-0.453	-0.128	0.114	-0.332	0.459	3.006	6.683	12.48	10.53	5.017	-0.144	-0.442	-0.410	-0.958	-0.604
290.0	-3.599	3.433	-1.053	-1.671	-22.66	-3.825	4.202	35.57	181.2	379.9	201.4	127.1	487.8	 1838	 3145	 1737	142.1	-1.320	0.164	0.605	-1.498	-0.910	-0.573	-0.885	-0.552	-1.671	-0.480	-1.384	-1.074	-1.278	-1.108	-1.200	-0.289	-0.702	-0.817	-0.439	-0.894	-0.424	-0.626	-0.584	-0.401	-0.501	-0.728	-0.695	-0.549	-0.286	-0.307	-0.157	-0.111	-0.045	0.133	-0.366	-0.584	-0.356	-0.240	0.077	-0.786	-0.303	-0.370	0.256	0.527	0.811	0.635	0.144	-0.109	-0.490	0.030	0.250	1.222	3.248	6.360	9.746	8.755	6.740	2.733	0.064	-0.575
295.0	-2.325	-0.943	2.412	10.75	6.472	2.500	-1.015	11.43	55.60	204.5	500.9	203.6	160.8	450.4	 1029	 3379	 2392	132.3	1.775	-0.802	0.488	-0.453	-0.187	-0.805	-0.616	-1.228	-0.313	-1.357	-0.847	-1.090	-1.354	-1.093	-1.262	-1.214	-1.561	-0.569	-0.748	-0.167	-0.709	-0.744	-0.033	-1.406	-0.440	-0.250	-0.459	-0.540	-0.214	0.067	-0.265	-0.168	0.054	-0.237	-0.500	-0.319	-0.569	-0.080	-0.561	-0.222	-0.513	-0.563	-0.151	0.366	0.263	1.326	0.789	0.315	-0.148	-0.507	0.306	0.557	1.445	2.117	3.213	8.229	11.99	10.46	2.920
300.0	18.03	8.117	16.79	7.946	4.531	4.120	7.358	14.25	31.76	86.71	379.0	504.3	139.4	148.0	262.3	 1350	 3931	 1653	54.57	1.438	-0.845	1.103	0.206	0.216	-0.526	-0.885	-0.624	0.422	-0.670	-1.546	-1.643	-1.344	-0.683	-1.280	-0.985	-0.736	-1.327	-0.206	-0.834	-0.068	-0.516	-0.532	-0.320	-0.099	-0.490	-0.433	-0.304	0.193	-0.052	0.123	-0.331	-0.470	-0.240	-0.411	-0.395	-0.256	-0.408	0.119	-0.592	-0.195	-0.670	-0.195	-0.121	0.212	1.208	1.171	0.263	-0.032	0.033	0.255	0.071	0.025	0.560	2.272	5.641	12.84	13.07
305.0	12.72	20.60	23.44	15.51	4.725	-1.482	8.631	22.61	31.24	54.94	181.4	572.7	339.9	81.91	86.00	336.8	 1906	 3855	415.8	15.50	0.569	-0.453	-0.133	0.796	1.514	-1.105	-0.264	-0.125	-0.242	-1.141	-1.039	-1.030	-1.065	-1.102	-0.527	-0.472	-0.360	-0.794	-1.451	-0.778	-0.316	-0.541	-0.632	-0.506	-0.796	-0.407	0.125	0.209	-0.131	-0.183	-0.213	-0.512	-0.420	-0.323	-0.071	-0.720	-0.448	-0.550	-0.388	-0.822	-0.425	-0.545	-0.259	-0.118	-0.106	0.602	1.444	0.861	0.231	-0.259	-0.132	-0.614	-0.279	0.260	1.399	3.604	8.702
310.0	-1.446	30.01	23.69	15.35	-0.439	10.55	9.230	21.65	31.34	54.01	95.46	257.9	494.3	297.6	63.04	96.62	466.2	 1759	 2777	 1432	104.0	1.018	0.948	-0.192	0.285	0.554	-0.254	-0.917	-0.506	-0.692	-0.413	-0.337	-0.402	-0.729	-1.105	-0.485	-0.933	-1.063	-0.744	-1.008	-0.415	-0.849	-0.186	-0.396	-0.504	-0.479	-0.077	-0.277	-0.178	-0.140	-0.397	-0.507	-0.191	-0.481	-0.205	-0.371	-0.244	-0.152	-0.063	-0.650	-0.465	-0.438	-0.356	-0.074	0.142	-0.146	0.395	0.704	1.388	0.726	0.272	0.018	-0.533	-0.212	-0.330	0.293	1.983
315.0	-1.746	3.481	41.76	12.28	39.74	23.63	28.90	30.45	43.43	53.26	70.57	123.7	226.9	493.6	244.6	47.56	122.0	410.1	914.4	 3046	 1992	109.2	1.719	1.707	0.329	-0.637	0.649	-1.259	-0.188	-1.015	-0.890	-0.896	-0.899	-1.163	-0.433	-0.434	-0.606	-0.072	-0.638	-0.743	-0.963	-0.672	-0.489	-0.817	-0.452	-0.726	0.322	-0.288	-0.321	-0.196	0.094	-0.573	-0.318	-0.371	-0.163	0.028	-0.318	-0.479	0.122	-0.422	-0.050	-0.414	-0.177	-0.012	-0.026	-0.387	0.364	-0.125	0.705	0.838	1.654	0.753	-0.718	-0.685	-0.172	-0.363	0.747
320.0	14.19	14.11	66.57	42.14	56.39	45.13	72.93	70.08	63.89	73.96	78.14	92.61	112.0	302.2	456.5	113.7	46.44	104.6	218.4	 1271	 3406	 1372	44.36	1.361	-1.148	-0.724	-0.145	-0.746	-0.337	-1.220	-0.678	-0.375	-0.717	-0.772	-1.138	-0.648	-0.332	-0.335	-0.056	-0.855	-0.468	-0.905	-0.991	-1.311	0.036	-0.521	-0.118	-0.238	0.318	-0.203	-0.398	-0.055	-0.420	-0.299	-0.412	0.100	-0.156	-0.268	0.373	-0.085	-0.026	-0.342	0.258	-0.557	-0.171	-0.313	0.088	-0.310	0.293	-0.049	1.072	1.168	1.246	-0.476	-0.815	-0.435	-0.378
325.0	7.958	39.18	97.72	86.70	110.0	139.2	141.1	141.5	117.2	113.3	88.52	85.10	84.18	138.3	399.3	318.1	59.07	40.84	63.30	313.6	 1747	 3246	302.9	13.19	0.843	0.633	-0.292	-0.472	-0.574	0.129	-0.778	0.280	-0.506	-0.718	-0.738	-0.757	-0.633	-0.302	-0.387	-0.041	-0.221	-0.584	-0.607	-0.664	-0.133	0.160	-0.292	-0.468	-0.108	-0.129	-0.143	-0.166	-0.411	0.311	-0.148	-0.175	0.401	-0.219	0.835	-0.093	0.125	-0.300	0.140	0.047	-0.427	-0.412	-0.047	-0.348	-0.262	-0.715	0.310	0.207	1.219	0.672	-0.350	-0.414	-0.480
330.0	31.95	130.5	169.6	216.1	315.9	354.7	366.6	324.5	270.1	220.0	148.7	96.40	90.26	90.97	166.3	331.1	257.5	64.86	33.50	86.80	429.2	 1528	 2217	 1105	83.91	1.930	-0.488	-0.205	-0.270	-0.536	-0.312	-0.093	0.189	-0.687	-0.359	-0.718	-0.622	-0.448	-0.410	-0.592	-0.505	-0.362	-0.294	-0.470	0.046	-0.400	-0.190	-0.309	-0.081	0.055	0.396	0.345	0.450	0.563	1.124	0.554	0.951	0.966	1.077	0.451	0.376	0.402	0.095	-0.061	-0.149	-0.087	-0.152	-0.239	-0.420	-0.516	-0.148	-0.105	0.227	0.212	0.810	0.672	0.380
335.0	92.92	179.0	288.0	459.7	576.6	682.5	756.9	643.5	493.5	385.3	234.5	124.1	100.1	87.64	93.53	145.6	319.8	243.6	57.13	41.45	113.8	356.7	789.1	 2658	 1667	99.75	0.236	-0.400	-0.667	-0.683	-0.276	-0.889	0.068	-0.514	-0.172	-0.821	-0.685	-0.737	-0.489	-0.200	-0.898	-0.520	0.210	-0.348	-0.226	-0.343	0.193	0.507	-0.072	0.875	0.873	1.569	1.502	1.157	1.785	2.255	2.585	1.757	1.560	0.841	1.410	0.802	0.765	0.203	-0.033	-0.005	-0.305	-0.618	0.267	-0.758	-0.180	-0.393	-0.442	-0.466	0.167	0.134	0.614
340.0	141.4	247.3	382.7	655.4	876.7	975.3	 1028	907.6	706.1	563.9	290.8	138.2	105.5	94.78	90.52	87.31	178.4	359.8	161.7	36.91	44.43	91.06	191.9	 1187	 2993	 1216	41.49	0.616	-0.412	-0.155	-0.072	0.651	0.363	-0.579	-0.489	-0.728	0.015	-0.818	-0.716	-0.302	-0.699	-0.235	0.064	0.171	-0.102	-0.473	0.370	0.484	0.536	1.188	1.315	1.689	1.874	2.642	2.865	3.127	2.817	2.469	2.908	1.556	2.025	1.587	1.050	0.411	0.634	-0.432	-0.215	-0.264	0.141	-0.651	-0.300	-0.108	-0.632	-0.954	0.052	-0.185	0.736
345.0	154.8	290.8	542.6	816.7	 1107	 1341	 1301	 1156	898.2	699.6	372.0	170.0	109.0	96.51	93.20	82.39	101.7	264.1	307.1	85.54	31.00	34.54	53.17	294.2	 1607	 2894	245.4	13.52	0.162	0.851	-0.030	-1.067	-0.153	-0.069	-0.277	-0.153	0.090	-0.589	-0.696	-0.397	-0.356	-0.764	-0.236	-0.169	-0.222	0.605	0.499	0.247	1.042	1.016	1.541	2.144	2.915	3.284	3.762	3.882	4.016	3.085	3.689	2.637	1.707	1.914	1.598	1.100	0.454	-0.311	-0.131	-0.257	0.110	-0.155	-0.129	-0.625	-0.292	-0.212	-0.559	0.090	0.036
350.0	160.6	404.0	682.8	993.2	 1346	 1600	 1662	 1469	 1091	810.8	455.3	188.8	125.2	107.9	104.5	86.21	89.74	139.4	246.8	228.6	72.85	25.66	22.54	75.86	394.4	 1409	 1912	961.3	76.73	1.843	0.554	-0.536	-0.614	-0.276	-0.689	-0.016	-0.402	-0.220	-0.495	-0.741	-0.589	-0.293	-0.500	0.023	-0.203	0.854	0.759	1.127	1.214	1.570	1.728	3.214	3.664	4.670	4.620	4.267	4.823	4.074	3.965	3.348	2.636	2.457	1.475	1.491	0.274	0.286	-0.383	-0.011	-0.214	0.080	-0.180	-0.051	0.063	-0.360	-0.622	0.008	-0.061
355.0	202.7	467.0	754.0	 1102	 1560	 1841	 1911	 1670	 1268	887.5	506.1	208.8	120.2	118.3	109.8	98.49	92.46	102.6	121.0	218.3	207.3	49.72	16.00	27.27	95.89	323.8	723.1	 2367	 1455	89.54	1.595	0.003	-0.622	-0.266	-0.405	0.041	-0.051	-0.508	0.126	-0.548	-0.232	-0.156	0.054	0.085	0.174	0.270	1.004	1.375	1.442	2.055	1.854	3.573	4.365	5.690	5.332	5.472	5.242	5.504	4.400	4.299	2.964	2.357	1.328	1.322	0.454	0.415	0.298	-0.226	0.074	0.543	0.209	-0.289	0.027	-0.487	-0.536	0.248	0.026
360.0	269.6	466.6	802.2	 1136	 1589	 1929	 1971	 1729	 1294	950.9	528.5	210.7	126.8	119.8	118.2	106.2	96.68	91.83	88.41	121.2	240.6	134.0	24.23	14.80	31.14	80.57	175.3	 1076	 2647	 1089	37.51	0.866	-0.937	0.067	-0.543	-0.747	-0.488	-0.163	0.524	-0.560	-0.082	-0.329	-0.295	0.190	-0.182	1.421	1.439	1.768	1.289	2.507	2.400	3.987	4.558	5.544	5.520	6.170	5.874	5.870	4.181	4.449	3.130	2.769	1.894	1.851	0.493	0.664	0.206	-0.252	-0.060	-0.118	0.374	0.154	-0.199	-0.187	-0.498	-0.321	-0.399
365.0	257.1	489.1	844.3	 1247	 1578	 1937	 1987	 1746	 1326	961.8	523.3	205.8	127.1	116.7	116.6	101.5	98.78	94.76	80.36	73.49	153.9	212.4	71.68	16.35	17.83	26.68	46.47	265.9	 1404	 2606	218.6	10.40	0.250	0.531	-0.619	-0.278	-0.289	-0.303	-0.389	-0.564	-0.073	-0.284	0.184	-0.075	-0.145	1.076	1.214	1.870	1.689	2.671	2.356	4.223	4.932	5.492	5.041	6.512	5.643	6.436	4.035	3.911	3.100	3.150	2.075	1.750	0.249	0.327	0.575	0.135	-0.564	-0.528	0.371	-0.376	0.527	-0.316	-0.280	0.105	-0.394
370.0	254.9	460.8	804.5	 1203	 1549	 1884	 1957	 1686	 1302	962.9	501.8	204.0	123.3	115.3	113.6	101.8	98.57	88.52	79.05	63.61	75.16	143.8	169.0	63.91	17.76	16.40	18.44	67.47	344.8	 1256	 1731	844.2	65.30	0.723	0.016	-0.002	0.040	-0.205	-0.131	-0.182	-0.112	-0.119	-0.230	-0.005	0.289	1.009	0.738	1.334	1.917	2.055	2.499	4.006	4.580	5.198	5.586	5.478	5.434	5.775	4.662	3.981	2.920	2.511	1.815	1.432	0.625	0.491	0.405	-0.004	0.034	-0.408	0.050	-0.295	0.135	-0.501	-0.077	-0.416	-0.313
375.0	214.2	428.1	759.0	 1079	 1446	 1775	 1816	 1530	 1198	888.4	458.0	182.9	116.8	109.0	101.2	99.88	100.2	82.63	76.42	59.38	48.68	63.61	126.5	165.0	53.77	17.79	15.47	23.57	83.65	289.3	660.9	 2184	 1261	76.16	0.697	0.420	0.434	-0.438	-0.304	0.757	-0.199	-0.135	0.011	0.180	0.405	0.852	0.471	1.672	1.870	1.626	2.557	3.792	4.547	4.902	4.395	5.273	5.098	4.936	4.215	4.115	2.117	2.405	1.835	1.144	0.862	0.048	-0.301	0.114	-0.044	-0.802	-0.190	-0.325	-0.194	-0.168	-0.614	-0.173	-0.396
