Sample:	'1
File name:	Default_20231029_103023.FD3
Run date:	'10:24:02, 10/29/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
96	495.0/355.0	4.529
97	505.0/365.0	4.345
98	505.0/615.0	1.279
99	545.0/300.0	1.429
100	560.0/310.0	1.628
101	570.0/315.0	1.841
102	575.0/320.0	1.574

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-22.96	-1.883	539.1	679.2	69.12	-15.05	-12.26	-8.289	-9.264	-2.366	-6.208	-5.757	-5.117	-2.979	-1.645	-1.399	-1.220	-2.849	-1.267	-0.898	-0.946	-0.663	-1.073	-1.263	-0.836	-0.568	-0.566	-0.486	-0.430	-1.295	-0.160	-0.786	-0.585	-0.868	-0.316	-0.281	-0.470	0.248	0.026	-0.509	-0.716	-0.616	-0.204	-0.325	-0.670	-0.438	-0.416	0.004	0.732	1.329	0.809	-0.192	-0.045	-0.468	-0.210	-0.481	-0.561	-0.435	-0.219	-0.500	-0.321	-0.447	-0.604	-0.549	-0.602	-0.508	-0.433	-0.757	-0.473	-0.620	-0.510	-0.748	-0.746	-0.577	-0.448	-0.591	-0.866
235.0	-56.86	-25.98	166.5	932.6	 1002	116.4	-11.65	-4.039	-5.125	-1.997	-8.023	-5.687	-2.796	-6.518	-3.195	-1.692	-1.602	-1.024	-1.118	-0.498	-0.963	-0.862	-1.153	-1.515	-0.490	-0.579	-1.011	0.489	0.560	-0.874	0.266	-0.989	0.077	-0.963	0.450	-0.085	-0.689	-0.499	-0.423	-0.199	0.573	-0.600	-0.429	-0.425	0.172	-0.641	-0.544	-0.106	-0.120	1.006	1.655	2.613	1.031	-0.271	0.356	-0.733	-0.390	-0.334	-0.243	-0.661	-0.745	-0.178	-0.790	-0.810	-0.349	-0.336	-0.302	-0.756	-0.489	-0.855	-0.714	-0.931	-0.469	-0.712	-0.591	-0.635	-0.823
240.0	-32.58	-24.17	-1.908	361.7	 1562	 1116	73.94	-13.69	-18.80	0.608	-8.542	-7.032	-1.665	-1.246	-5.638	-3.763	-0.678	-0.958	-0.917	-1.074	-1.445	-1.174	-0.195	-0.229	-0.816	-0.424	-1.081	0.043	-0.405	-0.248	-0.651	-0.746	-0.298	-0.632	-0.216	-0.697	-0.548	-0.374	-0.933	-0.264	0.029	-0.269	-0.034	-0.713	0.194	0.118	-0.738	-0.245	0.085	0.410	0.716	2.165	3.752	2.051	1.000	-0.212	-0.408	-0.404	-0.521	-0.438	-0.363	0.212	-0.210	-0.180	-0.864	0.139	-0.255	-0.460	-0.193	-0.421	-0.751	-0.664	-0.372	-0.681	-1.001	-0.264	-0.368
245.0	-10.84	-59.10	-20.70	86.06	771.4	 2136	 1016	27.61	-12.35	1.904	-7.084	0.080	-6.283	-3.811	-6.276	-3.354	-0.427	-1.929	-2.328	-0.137	-1.808	-2.378	-0.848	0.573	-1.055	0.335	-0.953	-0.405	-0.088	-1.082	-0.287	-0.270	-1.186	-0.448	-0.248	-0.282	-0.325	-0.024	-0.325	-0.399	-0.166	-0.770	-0.143	0.049	0.056	-0.507	-0.599	-0.553	0.206	0.365	0.250	0.431	1.571	3.555	4.682	2.761	0.467	-0.261	0.078	-0.500	-0.351	-0.459	-0.750	-0.569	-0.312	-0.295	-0.480	-0.814	-0.408	-0.926	-0.693	-0.410	-0.512	-0.873	-0.772	-0.902	-0.727
250.0	-20.55	-21.85	6.838	30.43	165.5	931.2	 2164	 1706	351.3	2.576	-6.658	2.804	-1.290	-2.507	-6.421	-2.566	-0.497	-2.250	-1.146	0.215	-1.849	-2.314	-0.920	-0.625	-1.126	0.614	-1.292	-0.699	-0.318	-0.192	-0.881	0.098	-1.246	-0.075	-0.627	-0.987	-0.403	-0.242	-0.718	-0.833	-0.098	-0.699	-0.115	-0.048	-0.397	-0.583	0.137	-0.157	-0.117	0.000	0.105	0.128	0.228	1.287	2.366	3.781	5.356	5.450	2.812	0.396	-0.126	-0.265	-0.125	-0.276	-0.327	-0.216	-0.636	-0.620	-0.272	-0.738	-0.575	-0.547	-0.637	-0.552	-0.638	-0.652	-0.880
255.0	-10.24	-8.044	-4.941	34.86	88.68	201.3	665.1	 2862	 2319	399.8	-9.995	-0.569	0.903	-2.768	0.241	1.198	-3.055	-3.560	-1.923	-0.124	-2.331	0.301	-0.564	-1.162	-0.108	-1.636	-0.234	-0.667	-0.234	-0.934	0.467	-1.267	-0.832	0.780	-0.441	-1.288	-0.678	-0.570	-0.342	-0.589	0.355	-0.211	-0.668	-0.877	-0.568	-0.188	-0.001	0.176	-0.320	-0.128	0.269	0.194	-0.122	0.148	0.572	0.778	1.787	4.776	8.632	10.14	4.515	0.222	-0.679	-0.743	-0.054	0.055	-0.664	-0.107	-0.293	-0.551	-0.460	-0.720	-0.369	-0.727	-0.772	-0.551	-0.860
260.0	-26.90	-15.08	-12.19	2.323	74.60	73.19	147.6	 1105	 4400	 1986	233.9	-0.097	-1.787	5.714	-2.865	-0.768	1.932	-3.528	-1.762	-0.883	-2.529	0.489	-0.314	-1.750	-0.215	-0.889	-1.006	-1.186	-1.405	-0.870	0.706	-1.364	-1.113	0.163	-0.453	-0.484	-1.153	-0.010	0.133	-0.503	-0.012	-0.653	-0.426	-0.912	0.023	-0.215	0.386	-0.419	-0.612	-0.131	-0.161	-0.064	0.033	-0.182	-0.125	-0.262	0.260	0.885	3.070	9.061	13.76	9.593	2.132	-0.699	-0.953	-0.074	-0.514	-0.448	-0.684	-0.780	-0.153	-0.877	-0.325	-0.495	-0.686	-0.546	-0.285
265.0	-19.71	-9.769	-17.48	-14.26	75.97	99.61	47.46	260.6	 1977	 5457	 1646	79.76	-1.080	2.811	-2.084	-0.739	3.134	-4.352	0.070	1.235	-1.630	0.516	-1.576	-1.678	-0.961	-0.893	-0.187	-0.395	-0.868	-0.891	-0.325	-0.435	-0.909	-0.391	-0.760	-0.555	-0.832	-0.179	0.272	-0.445	-0.755	0.066	-0.540	0.095	-0.078	0.564	-0.517	-0.118	0.141	-0.167	-0.717	-0.246	-0.340	-0.066	0.161	-0.395	0.154	-0.190	0.415	2.438	6.943	15.00	15.10	6.808	0.595	-0.220	-0.787	-0.212	-0.647	0.029	-0.731	-0.769	0.004	-0.461	-0.832	-0.800	-0.655
270.0	-39.89	6.912	-16.73	-16.46	9.907	61.78	128.3	106.1	467.7	 2150	 4975	 4161	451.4	6.951	2.829	0.515	-0.568	-0.648	-0.163	-1.174	-0.515	-1.334	-1.406	-1.227	-0.274	-0.361	-0.794	-0.837	0.087	-0.479	-0.936	-0.227	-0.618	-0.708	-0.206	-0.434	-0.629	-0.537	-0.228	-0.491	-0.385	-0.296	-0.602	-0.203	0.123	0.106	-0.272	-0.216	0.010	-0.215	-0.407	-0.566	-0.137	-0.376	0.384	0.308	0.027	-0.156	-0.148	0.088	1.255	3.932	7.750	12.01	14.69	12.24	5.503	0.544	-0.594	-0.295	-0.385	-0.585	-0.375	-0.394	-0.673	-0.502	-0.587
275.0	-41.45	12.44	-44.45	-2.769	-7.618	15.41	82.02	218.4	140.7	495.4	 1449	 6076	 6938	503.8	6.533	1.635	0.527	1.171	0.251	-1.187	-0.678	-0.750	-0.211	-1.204	-0.336	-0.466	-0.395	-0.435	-0.379	-0.508	-0.946	-0.080	-0.153	-0.829	-0.269	-0.335	-0.519	-0.644	-0.166	0.210	-0.194	-0.484	-0.313	-0.330	0.336	-0.455	-0.090	0.120	0.096	-0.070	0.062	-0.417	-0.064	-0.206	-0.436	0.380	0.024	0.748	0.060	-0.084	-0.062	0.331	1.888	2.280	4.430	12.53	25.46	21.56	6.431	-0.395	-0.305	-0.787	-0.600	-0.554	-0.728	-0.530	-0.356
280.0	-26.02	-2.041	-2.054	19.79	-10.76	18.01	40.75	202.9	207.3	157.6	383.0	 2135	 8805	 5717	247.5	4.648	0.557	2.367	-1.089	-0.402	-0.834	-0.994	0.485	-1.200	-0.805	-1.248	0.907	-0.092	-0.813	-0.735	-0.236	-0.773	-0.886	-0.872	-0.391	0.148	-0.343	-0.172	0.003	-0.490	-0.750	0.111	-0.154	-0.265	-0.325	-0.240	-0.330	0.147	0.129	-0.269	-0.198	-0.831	-0.394	-0.335	-0.361	0.306	0.194	0.326	0.545	0.283	0.229	0.013	0.597	-0.256	0.984	2.804	10.49	23.12	27.57	15.11	3.792	0.047	-0.611	-0.084	-0.868	-0.768	-0.397
285.0	8.882	12.52	-8.946	10.48	6.755	31.04	33.42	104.2	292.8	198.9	172.8	594.0	 3591	9999.9	 3945	72.76	2.215	0.771	-0.973	1.095	0.482	-0.868	0.149	-1.455	0.178	-0.900	0.031	-1.192	-1.242	-0.792	-0.211	-0.189	0.464	0.157	0.492	0.009	0.407	-0.156	-0.534	-0.685	-0.650	-0.259	0.092	-0.589	-0.111	-0.343	-0.472	-0.309	0.007	0.136	-0.069	-0.396	-0.400	-0.044	-0.493	-0.486	-0.178	0.190	-0.055	0.072	0.762	-0.223	0.763	-0.465	-0.048	0.497	1.968	6.394	16.51	28.67	26.79	10.13	0.459	-0.345	-0.884	-0.724	-0.033
290.0	-9.948	2.305	24.36	24.85	25.32	43.06	47.19	72.09	171.0	372.2	312.4	308.7	998.2	 3907	 8113	 3416	258.9	6.497	1.302	2.332	0.948	1.726	0.134	-0.112	0.125	-0.791	-0.723	-0.419	-0.477	-0.211	-0.328	-0.419	-0.493	-0.732	0.157	0.072	-0.836	-0.651	-0.534	0.045	-0.512	0.043	-0.204	-0.278	-0.351	-0.086	-0.063	-0.245	-0.095	-0.035	0.020	-0.244	-0.400	-0.292	-0.129	-0.439	-0.277	-0.082	0.016	0.263	0.271	0.698	0.581	0.144	0.074	0.031	0.336	1.526	4.104	8.829	15.85	23.53	23.99	17.85	6.075	0.023	-0.277
295.0	-18.59	27.93	39.59	73.54	32.57	67.76	61.16	90.65	128.8	267.7	533.2	416.7	474.7	 1031	 2321	 7736	 5019	317.5	3.804	3.929	1.567	0.923	1.087	-0.188	0.796	-0.180	0.512	0.282	0.906	-0.893	-0.140	0.136	0.570	0.019	0.158	-0.890	-0.533	-0.043	-0.599	-0.065	-0.456	0.143	-0.297	-0.461	-0.252	-0.438	-0.245	0.052	-0.159	0.095	0.195	-0.269	-0.304	-0.535	-0.055	-0.494	-0.357	0.175	-0.200	0.096	0.327	0.513	0.319	1.115	1.065	0.283	0.154	0.313	0.788	1.873	3.473	5.221	8.916	22.04	34.55	25.52	7.326
300.0	32.43	29.50	70.75	62.59	97.56	79.40	98.19	94.64	136.2	218.6	471.6	702.5	452.7	448.0	643.4	 2845	 9589	 3928	161.3	6.719	4.519	0.673	0.215	0.205	0.462	-0.245	0.182	-0.058	0.135	-0.641	-0.083	0.902	0.100	0.506	-0.143	-0.182	-0.880	-0.720	-0.501	-0.218	-0.270	-0.056	-0.213	-0.527	-0.451	-0.592	-0.150	-0.447	0.067	0.117	0.162	-0.316	0.107	-0.803	0.628	-0.267	-0.360	0.113	-0.235	0.331	-0.233	-0.199	0.217	0.714	1.214	1.429	1.061	0.325	0.572	0.725	1.031	0.547	1.909	5.724	15.71	33.25	37.53
305.0	1.978	27.85	103.8	59.75	100.2	70.88	97.93	117.0	144.7	246.2	387.8	729.1	681.5	371.0	291.9	736.7	 4249	9999.9	 2800	51.51	6.097	1.133	0.963	1.059	1.151	-0.232	0.310	0.333	1.229	-0.453	0.748	0.513	0.157	0.030	0.756	0.646	-0.595	-0.381	-0.162	-0.257	-0.387	-0.090	-0.172	-0.503	-0.414	-0.286	0.028	0.013	0.346	0.028	0.165	-0.337	0.097	-0.225	0.000	0.121	-0.114	-0.248	-0.360	0.348	0.220	0.191	0.277	0.365	0.770	1.347	1.252	1.382	0.850	-0.180	0.861	-0.076	0.485	1.024	3.131	10.13	24.47
310.0	20.82	39.15	112.7	116.6	96.58	65.18	102.9	135.3	193.3	292.4	403.3	566.2	777.3	587.9	282.4	273.1	 1038	 4306	 8210	 4126	172.2	5.288	2.717	1.713	1.385	0.008	0.396	1.197	0.492	-0.148	0.162	0.183	0.080	0.255	0.015	-0.345	-0.399	-0.205	-0.068	-0.296	-0.387	-0.598	-0.753	-0.042	-0.488	-0.384	0.060	0.084	0.163	0.050	-0.104	0.216	-0.163	-0.003	0.111	0.102	0.063	0.330	0.102	0.222	0.148	0.537	0.614	0.188	0.860	0.570	0.790	1.575	1.628	1.049	0.451	-0.088	0.101	0.563	0.545	1.956	5.404
315.0	28.75	77.78	106.1	133.1	106.8	96.44	100.0	175.6	232.8	310.1	443.7	515.0	603.7	729.5	478.0	218.2	306.4	 1006	 2487	 8280	 3250	209.6	4.777	3.538	2.805	1.563	1.284	1.018	0.677	0.667	0.655	0.111	-0.364	-0.126	-0.208	-0.387	0.078	-0.381	-0.112	-0.051	0.348	-0.550	-0.043	-0.086	-0.545	-0.254	-0.167	0.416	0.043	0.184	0.070	0.257	-0.022	-0.325	-0.223	0.158	-0.203	0.184	0.308	0.093	0.402	0.742	0.555	0.464	0.819	1.171	1.181	0.436	1.174	1.686	1.841	1.110	0.005	-0.052	0.215	0.104	0.506
320.0	45.84	35.79	117.5	150.1	140.5	131.3	146.1	189.6	253.5	332.7	453.8	518.4	571.0	640.4	678.5	318.7	166.6	277.6	595.6	 3290	 9276	 2706	109.0	5.962	2.781	2.188	1.240	0.913	0.882	0.518	0.804	1.184	0.642	-0.713	0.067	0.046	0.117	0.166	0.718	-0.100	0.041	-0.483	0.049	-0.359	-0.007	-0.094	0.418	0.423	0.219	0.042	-0.058	0.102	0.117	-0.150	0.008	0.255	-0.002	0.662	0.157	0.433	0.069	0.426	0.651	0.580	0.772	0.381	1.001	0.315	1.250	1.086	1.569	1.574	0.808	-0.149	-0.267	-0.094	-0.501
325.0	35.16	72.11	155.3	214.0	191.3	170.7	221.2	271.9	318.1	367.8	485.3	554.6	568.9	541.6	627.4	483.6	175.0	128.2	175.3	794.7	 4685	 9281	 1994	34.26	3.963	1.946	0.866	1.602	0.659	0.940	0.755	0.314	0.011	-0.110	0.159	-0.406	0.115	0.347	0.557	-0.280	-0.198	-0.415	0.117	0.233	-0.238	-0.094	-0.118	0.534	0.809	-0.365	0.165	0.447	1.092	0.477	0.403	0.340	0.240	0.884	0.636	0.454	0.611	0.800	0.814	0.737	0.841	0.467	0.589	0.458	1.127	1.471	0.925	1.016	1.174	1.078	0.350	-0.077	-0.895
330.0	28.88	113.7	239.3	330.8	316.4	391.0	426.0	461.8	440.6	506.9	542.1	584.7	602.4	567.5	513.8	499.8	350.7	144.5	101.0	218.1	 1138	 4378	 7263	 3412	120.1	4.877	2.834	2.091	1.012	0.504	1.441	0.452	-0.197	-0.279	0.388	0.111	0.050	0.116	-0.053	-0.292	-0.374	-0.400	-0.009	-0.219	0.013	-0.009	0.332	0.282	0.674	0.227	0.522	1.102	0.699	0.541	0.544	0.641	0.625	0.872	0.707	0.587	0.358	0.882	0.811	0.645	0.485	0.628	0.584	0.675	1.405	0.992	0.651	0.582	0.824	1.336	1.032	0.442	0.077
335.0	72.72	153.3	392.4	490.6	608.2	712.4	785.0	754.3	651.2	664.0	630.3	619.0	631.8	607.8	499.9	396.7	404.1	314.2	129.2	108.4	298.8	 1006	 2500	 8136	 2393	155.1	3.953	3.902	2.353	0.978	1.096	0.971	-0.816	0.091	0.172	0.362	0.022	0.200	0.040	0.143	-0.311	-0.304	0.032	-0.351	-0.281	0.217	0.268	0.653	0.743	0.981	0.685	1.451	1.201	1.493	1.631	2.011	1.615	1.548	1.728	1.271	1.705	1.187	1.194	0.915	0.705	0.576	1.048	0.650	1.138	0.683	0.853	0.753	1.085	0.535	0.816	0.512	0.788
340.0	80.87	223.7	469.0	666.3	838.6	 1014	 1075	 1012	836.7	821.8	730.8	656.9	648.5	602.2	511.9	389.1	321.0	422.9	221.7	106.2	122.8	265.5	599.6	 3641	 8659	 2057	87.35	3.982	1.942	1.581	1.252	0.975	0.553	0.471	0.073	0.439	0.457	0.913	0.463	-0.405	-0.348	-0.297	0.240	-0.210	0.170	0.314	0.040	0.836	0.782	1.127	0.998	1.460	1.261	1.878	1.836	2.079	2.401	1.832	1.983	1.673	1.548	1.292	1.556	1.450	1.045	1.165	1.554	0.916	0.982	1.098	0.861	0.483	1.127	0.520	0.504	0.174	0.709
345.0	62.38	238.0	550.5	813.3	 1050	 1286	 1321	 1207	 1006	937.4	762.2	665.8	636.7	606.4	520.2	379.3	285.8	342.8	358.6	158.8	99.18	106.6	172.5	896.6	 5077	 8567	 1589	26.05	3.966	2.719	1.944	1.943	0.346	0.781	-0.134	-0.336	0.346	0.375	0.848	-0.285	-0.571	-0.405	-0.666	-0.254	0.034	0.248	0.200	0.792	0.664	1.060	1.582	1.551	2.288	2.485	1.928	2.666	3.218	2.455	2.335	2.567	1.911	1.698	1.904	1.893	0.937	0.738	1.127	1.223	0.929	1.471	0.809	0.630	1.264	0.657	0.264	0.044	-0.021
350.0	92.34	280.7	595.6	981.1	 1313	 1538	 1639	 1468	 1208	 1091	807.1	660.6	621.3	596.5	527.1	405.3	293.5	271.3	330.4	301.3	154.2	98.66	92.66	241.0	 1267	 4554	 6944	 3030	103.5	5.620	3.278	1.771	1.052	0.903	0.813	0.389	-0.047	-0.217	0.320	-0.535	-0.323	-0.034	-0.156	-0.066	0.057	0.432	0.360	0.518	1.079	1.341	1.637	2.461	3.275	3.061	3.266	3.393	3.507	2.642	2.918	2.722	2.463	2.261	1.840	1.710	1.306	1.087	1.226	1.045	1.126	1.132	0.908	0.475	0.730	0.377	0.257	0.324	0.448
355.0	90.25	244.2	689.7	 1065	 1513	 1777	 1875	 1724	 1381	 1167	843.5	640.3	610.8	557.9	524.3	404.7	312.2	275.8	264.3	323.4	292.5	143.6	98.77	112.4	328.6	 1053	 2727	 7891	 2039	129.2	5.098	3.135	1.812	1.622	0.436	0.149	0.649	0.461	0.153	-0.413	0.284	0.212	-0.411	-0.331	0.111	0.790	0.653	1.132	1.455	1.077	1.596	2.462	3.224	3.862	3.494	4.529	3.963	3.581	3.640	2.501	1.677	2.297	2.373	1.479	1.519	1.107	1.025	0.512	1.527	0.409	0.370	0.770	0.603	0.499	0.671	0.671	0.610
360.0	90.14	275.2	700.0	 1149	 1531	 1960	 1957	 1814	 1449	 1220	882.7	628.1	582.5	578.4	507.3	409.5	340.5	289.6	260.5	270.7	336.4	237.1	121.8	98.13	129.0	279.4	665.9	 3962	 8167	 1739	65.93	3.848	2.089	2.953	0.978	0.829	0.163	0.540	0.321	0.941	0.262	-0.003	-0.283	0.387	-0.301	0.340	0.475	0.659	1.061	1.447	2.559	2.548	2.906	3.646	4.210	4.424	3.786	4.318	3.049	3.255	2.743	2.385	2.447	1.842	1.887	1.354	1.219	0.817	1.039	0.941	0.679	0.418	1.028	0.848	0.602	0.275	0.547
365.0	89.27	231.6	655.9	 1193	 1586	 1931	 2038	 1831	 1470	 1257	847.2	616.8	576.6	545.1	501.9	412.1	350.7	320.8	278.8	256.5	288.9	327.4	174.4	113.4	101.4	118.7	190.9	 1005	 5177	 7920	 1355	21.15	3.390	3.056	1.333	0.960	0.125	0.678	0.546	-0.057	0.609	-0.099	-0.304	0.518	-0.132	-0.168	0.200	1.625	1.363	1.744	2.133	2.632	2.771	3.783	4.331	3.816	4.051	4.345	3.865	3.028	2.778	2.281	2.336	1.555	1.027	1.084	0.791	0.992	0.791	0.878	0.278	0.400	0.618	0.421	0.517	0.391	0.878
370.0	75.55	261.9	625.3	 1079	 1571	 1844	 1941	 1765	 1424	 1196	829.1	596.4	543.8	524.2	494.4	409.4	355.5	336.6	300.4	280.0	259.5	302.1	292.8	181.1	121.1	102.1	100.3	264.4	 1309	 4503	 6758	 2817	85.31	5.028	2.706	1.378	0.378	0.595	1.084	-0.069	0.559	0.096	-0.086	0.439	0.039	0.305	0.298	0.886	1.157	1.296	2.003	2.879	2.994	3.310	4.352	3.700	3.740	4.234	3.348	2.918	2.426	1.691	2.592	1.541	1.186	0.823	0.424	0.757	0.852	0.581	0.694	0.501	0.680	0.116	0.496	0.586	0.565
375.0	94.69	293.9	607.2	 1021	 1497	 1835	 1827	 1678	 1384	 1117	823.9	567.4	505.6	505.5	492.2	402.4	364.7	355.7	320.1	305.9	278.3	264.4	294.2	294.1	175.4	118.7	97.73	111.2	333.0	 1035	 2797	 7749	 4229	105.6	4.444	2.492	1.582	0.739	1.210	0.355	0.343	-0.033	-0.220	0.650	0.607	0.346	0.412	0.878	1.132	1.366	2.153	2.101	2.823	3.270	3.692	4.096	3.909	3.312	3.134	2.821	2.861	1.782	2.189	1.664	1.798	1.145	0.600	0.866	0.464	0.445	0.510	0.903	0.495	-0.154	0.925	0.488	0.449
380.0	102.9	271.0	540.3	957.1	 1391	 1710	 1799	 1576	 1297	 1043	806.3	533.2	492.1	502.5	452.9	405.3	386.4	365.9	337.8	321.2	290.7	264.8	263.9	321.7	255.8	144.8	114.1	91.50	122.3	265.6	676.4	 3946	 8895	 1464	58.34	4.470	2.252	1.297	1.143	0.457	0.602	0.004	-0.070	0.571	0.286	0.251	0.276	0.418	1.169	1.139	1.947	2.551	2.526	3.304	3.417	4.252	3.875	3.384	2.792	3.239	2.188	1.554	2.282	1.248	0.813	1.184	0.470	0.449	0.413	0.379	0.262	0.789	0.395	0.232	0.820	0.774	0.819
385.0	82.35	272.4	553.0	919.4	 1286	 1563	 1601	 1445	 1155	 1005	731.7	520.4	496.4	477.4	455.0	411.6	383.0	361.6	351.2	318.7	295.5	278.5	252.5	276.9	315.4	196.9	127.6	99.28	86.17	101.1	181.4	 1002	 5627	 7178	 1097	16.61	3.278	1.781	1.110	1.137	-0.049	-0.299	0.217	0.253	-0.381	0.272	0.577	0.856	0.720	1.592	1.495	2.248	2.496	3.554	3.158	3.509	3.601	3.827	2.104	2.404	2.325	1.970	1.970	1.063	0.969	1.091	0.669	0.564	0.543	1.016	0.418	0.950	0.207	0.527	0.690	0.734	0.478
390.0	74.42	218.1	449.7	786.2	 1143	 1368	 1435	 1269	 1041	921.8	667.1	493.6	453.4	446.0	436.8	395.4	377.0	367.3	354.3	337.5	314.0	294.1	266.2	255.9	281.8	276.1	182.3	123.7	92.00	77.05	81.91	252.5	 1427	 4069	 5776	 2313	67.93	2.851	1.598	1.200	0.670	0.743	0.847	0.041	-0.063	0.348	0.581	0.665	0.667	1.193	1.485	1.839	2.198	2.753	2.631	2.811	3.379	3.105	2.227	1.835	2.165	1.616	1.831	1.168	1.150	1.062	0.595	0.515	0.817	0.137	0.773	1.230	1.032	0.596	0.637	0.904	0.467
395.0	48.93	217.6	412.4	664.6	971.5	 1141	 1201	 1112	907.0	811.6	609.8	456.3	428.6	431.8	409.7	381.9	371.0	365.6	352.8	337.0	323.6	310.4	281.7	264.8	250.0	261.9	264.4	170.1	113.2	84.94	72.93	95.81	347.4	932.6	 2410	 6303	 3259	85.68	4.010	1.473	1.057	0.194	1.059	0.479	0.138	0.437	0.490	0.818	1.213	1.025	1.234	1.676	1.782	2.547	2.560	2.511	2.762	2.587	2.397	1.709	1.821	1.224	1.484	0.878	0.949	0.781	0.392	0.346	0.127	0.640	0.829	0.892	0.862	0.650	0.425	0.548	1.270
