Sample:	'1
File name:	Default_20230927_154228.FD3
Run date:	'15:36:07, 09/27/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
245.0	258.5	211.1	208.1	212.8	734.5	 1640	886.1	124.1	77.15	60.42	47.67	41.54	35.21	32.96	25.67	24.36	22.20	14.62	16.02	14.43	13.27	9.702	10.66	9.070	9.972	8.543	7.343	8.999	7.530	7.199	7.016	6.617	6.646	6.636	6.674	4.919	4.455	4.473	5.921	4.237	4.490	4.577	4.653	4.654	4.352	4.136	3.486	3.059	3.424	2.978	3.176	3.630	4.471	6.725	7.601	5.720	3.678	3.112	3.295	3.138	3.238	3.634	3.498	3.391	3.484	2.765	2.890	3.852	3.468	3.491	3.535	3.803	3.052	3.700	3.587	3.853	3.929
250.0	260.3	225.8	228.5	196.8	269.3	775.3	 1733	 1478	367.1	63.70	47.11	42.28	38.13	33.04	23.95	20.78	22.48	17.34	16.13	14.31	11.92	10.30	10.87	10.36	8.863	9.823	7.407	9.098	7.122	6.241	6.466	6.586	6.544	6.632	5.542	5.041	4.677	4.794	4.627	4.568	4.591	4.655	4.423	4.164	4.576	4.008	3.598	3.325	3.314	2.800	3.059	3.496	3.566	4.585	5.561	7.218	8.509	7.900	5.520	3.857	3.751	3.426	3.506	3.436	3.894	3.572	2.672	3.843	3.291	3.652	3.243	3.772	2.948	3.817	3.548	3.477	3.812
255.0	207.7	206.6	214.1	210.5	204.1	247.5	584.8	 2231	 2136	385.0	51.30	41.93	41.69	33.96	26.34	22.14	22.27	18.09	14.93	13.75	12.18	11.67	10.20	10.52	7.798	9.928	8.034	8.564	8.409	7.539	6.057	8.290	5.330	5.710	5.812	5.304	5.198	5.485	5.179	5.380	4.374	4.651	4.757	3.774	4.007	5.059	3.074	3.639	3.172	3.093	3.286	3.226	3.560	3.510	3.923	3.724	5.257	6.768	11.16	11.60	7.385	3.328	3.286	3.339	3.206	3.127	2.270	3.366	3.537	3.420	3.408	3.487	3.808	3.978	3.692	3.726	3.780
260.0	223.5	213.3	162.6	167.0	201.8	170.5	210.5	917.2	 3926	 1788	240.6	46.47	45.29	34.20	28.57	22.89	19.01	16.36	17.16	14.30	13.83	11.40	9.537	11.08	8.621	10.34	8.525	8.160	7.823	7.782	5.285	6.596	6.152	7.127	6.061	5.665	4.796	5.552	4.682	4.919	5.263	3.843	4.426	3.830	4.098	4.470	3.922	3.773	3.222	3.421	3.293	3.064	3.680	3.259	3.056	3.374	4.193	4.833	7.114	10.50	13.84	11.56	5.721	3.283	3.047	3.129	3.565	3.038	3.433	3.247	3.385	3.584	3.829	3.138	3.410	3.601	3.595
265.0	227.6	183.5	151.9	146.3	188.3	213.8	145.3	289.6	 1713	 3945	 1488	115.2	42.62	36.77	31.13	24.09	20.57	14.12	15.06	13.87	13.34	12.11	11.05	10.57	9.089	8.500	8.353	6.884	8.127	6.733	6.410	6.324	5.489	7.006	5.867	5.609	4.981	4.591	4.734	4.964	4.983	4.830	5.119	4.318	4.083	3.199	3.475	3.623	3.144	3.105	2.903	3.616	3.066	3.390	4.064	3.762	3.909	3.902	4.220	5.254	8.469	15.68	16.62	9.812	4.376	3.314	3.846	2.817	3.374	3.625	2.796	3.279	3.252	3.300	3.150	3.283	3.405
270.0	209.8	191.2	174.3	148.4	139.5	195.3	215.5	191.0	466.5	 1599	 3608	 3106	410.8	39.51	29.44	25.18	21.83	15.44	16.10	14.20	12.17	10.55	9.766	10.23	8.723	8.495	9.188	7.819	8.317	7.194	6.860	6.970	5.414	6.819	5.501	5.578	4.541	4.542	5.228	4.927	4.551	4.750	4.587	4.134	4.249	3.665	4.106	3.465	3.408	2.865	2.892	3.752	3.159	3.849	3.910	3.731	4.204	3.972	3.663	3.959	4.129	7.558	10.20	12.78	14.80	13.03	8.214	3.843	3.434	3.466	2.950	3.115	3.384	3.283	3.857	3.436	3.789
275.0	247.4	196.8	176.6	138.6	133.5	140.6	183.4	277.1	205.8	417.8	 1052	 4159	 5025	435.3	33.66	26.39	18.62	16.22	16.29	13.71	13.55	10.85	10.43	11.53	7.885	9.809	8.324	7.315	6.974	6.988	8.481	7.748	5.985	5.970	6.174	5.871	4.755	5.335	5.001	5.148	3.719	4.307	5.083	4.015	5.158	3.337	4.217	4.108	4.027	2.372	2.982	3.158	2.515	3.227	3.191	4.145	3.678	4.292	4.354	3.495	3.755	4.317	5.824	4.774	7.335	13.06	21.51	19.35	8.273	4.056	3.020	3.165	3.121	3.285	3.151	3.783	4.208
280.0	238.2	208.0	229.5	132.8	120.4	114.8	125.7	274.4	282.9	173.6	310.5	 1443	 6059	 4146	207.4	31.30	18.14	16.12	17.19	12.65	12.62	11.68	11.11	9.410	8.672	8.802	8.457	7.830	7.331	8.791	8.122	7.518	5.892	5.541	5.841	6.189	5.705	5.065	4.553	4.741	3.950	4.321	5.030	3.963	4.081	3.436	3.493	4.107	3.816	2.685	2.721	3.419	3.150	3.371	3.751	3.471	3.528	3.928	4.259	3.364	3.977	3.645	3.749	3.849	3.700	5.702	11.75	20.17	25.19	16.13	6.812	3.105	3.097	3.322	3.156	3.315	2.758
285.0	209.8	191.6	211.9	159.9	126.9	107.5	103.5	155.0	349.8	227.1	175.2	422.3	 2439	 7114	895.3	80.17	26.55	19.12	15.98	16.24	12.39	13.37	13.59	9.825	9.387	9.101	9.510	7.112	7.522	7.632	8.627	8.215	6.080	5.503	6.164	5.710	6.065	4.730	4.717	5.110	4.111	4.948	4.486	4.286	3.698	3.721	3.274	3.826	3.624	3.046	2.601	3.685	3.780	3.089	3.395	2.911	3.641	3.530	3.943	4.123	4.282	4.602	3.945	3.551	3.302	4.089	5.897	8.145	16.75	25.31	23.25	11.24	4.876	3.694	3.239	4.106	4.043
290.0	212.5	213.5	222.4	174.7	147.8	130.6	127.2	125.9	226.6	391.5	315.7	241.4	700.4	 2723	 5206	 3054	244.0	21.00	18.38	14.40	15.25	12.63	12.12	9.385	8.856	9.072	7.227	9.089	8.122	7.295	7.821	6.800	6.396	5.394	6.256	5.915	5.873	4.240	4.880	5.113	4.179	4.551	4.228	4.347	4.113	3.753	3.279	3.926	3.381	3.153	2.644	3.606	3.656	3.793	3.553	3.213	3.297	3.423	3.809	4.005	4.049	4.460	4.743	4.277	3.888	3.800	4.025	5.227	6.478	10.07	15.28	20.33	22.07	16.73	9.296	4.626	3.871
295.0	195.0	225.8	212.5	218.4	134.3	146.9	140.8	149.6	181.1	290.2	560.4	409.5	371.9	776.5	 1532	 5427	 4405	268.7	18.23	16.73	15.74	11.35	11.62	11.82	8.312	8.402	8.169	8.494	10.52	7.678	7.657	7.173	6.042	5.729	5.484	5.898	5.855	4.928	5.302	4.430	4.948	4.874	4.563	4.345	4.275	3.510	3.762	3.463	3.453	3.023	3.092	3.757	3.345	3.433	3.873	3.496	3.750	3.410	3.465	3.580	3.489	3.264	5.325	5.009	4.144	4.302	4.017	4.342	4.214	5.204	6.428	7.623	9.835	18.51	28.03	23.80	9.862
300.0	185.3	249.9	243.2	234.5	170.2	172.7	159.6	189.8	228.8	299.7	535.8	708.5	424.7	390.9	475.7	 1944	 6938	 3295	133.6	17.15	14.40	13.23	11.17	12.15	10.85	9.638	9.022	8.576	9.718	6.456	7.495	7.299	6.644	6.371	5.471	4.352	5.767	5.987	4.833	4.886	5.252	4.464	4.544	4.246	3.641	4.052	3.308	3.890	3.201	3.392	3.641	3.737	3.860	3.567	3.123	3.793	3.709	4.276	3.527	3.899	3.936	3.265	4.488	4.898	4.674	5.617	5.286	4.220	4.616	4.398	4.105	5.232	4.559	6.736	14.99	27.87	32.24
305.0	229.9	240.7	248.1	242.8	216.1	191.8	187.3	230.0	251.2	352.1	447.0	776.9	658.4	357.2	261.2	535.3	 2969	 7366	 2271	53.92	16.00	13.68	13.11	12.08	11.05	8.506	9.726	8.384	8.247	7.963	7.410	6.929	6.176	5.358	5.253	4.600	5.362	5.796	4.957	5.508	4.697	4.077	4.587	3.790	4.529	4.000	3.797	4.000	3.778	3.451	3.280	4.038	3.470	3.629	2.791	3.474	3.961	4.298	4.031	3.755	3.940	3.464	4.756	4.274	4.421	5.284	6.236	5.698	4.865	4.156	3.937	3.877	3.845	4.715	6.611	11.52	21.17
310.0	245.0	271.3	242.1	240.6	220.9	219.3	221.9	267.9	311.5	384.4	468.5	604.6	781.1	593.7	278.6	234.3	747.8	 3015	 5627	 2999	161.9	16.95	13.47	11.72	12.06	10.26	9.404	9.316	8.453	7.948	8.567	6.386	6.821	5.643	5.496	5.471	4.716	5.900	4.693	5.020	4.564	4.664	4.300	4.217	3.970	3.679	3.644	3.818	3.832	2.945	3.070	3.532	3.678	3.656	3.831	3.758	3.572	4.010	3.787	4.034	3.890	3.984	4.349	4.583	4.477	4.608	5.276	5.350	5.630	5.128	4.703	4.108	3.865	4.268	4.412	5.516	7.914
315.0	225.9	287.6	280.6	263.0	217.9	234.7	265.9	298.7	357.3	439.2	499.1	558.1	611.7	732.3	478.2	195.3	249.2	722.9	 1671	 5768	 3007	193.7	14.85	12.31	12.20	9.696	8.706	8.172	8.508	8.247	8.478	6.191	6.874	5.731	5.275	5.246	4.495	5.653	5.695	4.993	4.495	4.808	5.258	3.893	3.591	4.353	3.883	3.784	3.633	2.892	3.099	3.130	4.047	3.452	3.771	4.380	3.865	3.953	4.174	4.207	4.314	3.663	4.542	3.944	4.630	4.321	4.095	4.753	5.203	5.071	5.701	4.386	3.306	4.988	4.298	4.020	4.856
320.0	262.9	267.5	303.4	274.5	276.3	300.4	340.1	353.0	392.1	451.6	502.3	528.8	541.5	588.8	658.7	282.2	150.5	224.0	422.7	 2227	 6970	 2381	93.38	13.10	10.71	9.345	9.259	9.378	7.769	7.808	7.087	6.690	7.808	5.732	4.800	5.048	4.672	5.363	4.803	5.080	4.814	5.084	5.699	4.620	3.823	4.344	4.149	3.413	3.604	3.230	3.190	3.298	3.289	3.748	3.454	3.636	4.328	3.814	4.590	4.529	4.716	3.901	4.458	4.758	4.914	4.948	3.953	4.415	5.004	4.558	4.819	5.359	4.529	4.789	3.811	3.755	3.595
325.0	228.3	258.9	353.8	336.0	406.8	449.1	476.8	476.2	488.8	504.7	559.2	557.5	529.0	508.9	566.9	464.7	175.1	129.7	148.7	563.0	 3396	 6622	 1669	35.87	13.32	12.59	9.381	10.08	8.512	7.811	7.007	7.378	6.784	5.005	6.293	4.940	4.277	5.690	5.268	5.337	5.050	4.639	4.847	4.266	3.409	4.775	3.756	3.368	3.609	3.278	3.575	3.515	3.919	3.923	3.763	4.134	4.615	4.567	4.917	4.904	4.369	4.292	4.872	5.227	4.777	4.221	4.753	4.341	4.488	4.606	4.656	5.112	5.327	4.537	3.702	3.469	3.323
330.0	267.2	361.5	464.0	609.6	703.9	825.5	890.5	826.3	753.2	698.3	625.7	572.8	533.7	496.5	445.1	489.7	372.7	166.0	119.7	184.8	840.8	 3059	 5221	 2492	115.5	13.21	10.43	9.197	9.718	8.663	8.281	6.993	5.923	6.455	5.967	5.061	5.055	5.466	5.286	5.133	5.307	5.213	4.910	5.021	4.133	4.691	3.590	4.313	3.666	4.107	4.141	4.241	4.962	5.100	4.919	5.486	5.517	5.147	5.650	5.138	5.131	5.397	4.670	5.111	4.919	5.012	4.683	4.785	4.617	4.591	4.363	4.655	4.216	4.538	4.451	4.034	4.212
335.0	312.5	411.5	609.3	907.9	 1214	 1423	 1525	 1377	 1139	 1023	790.1	621.0	551.8	488.9	422.3	379.9	435.3	360.2	156.6	126.5	249.6	728.4	 1774	 5816	 2210	144.1	12.06	10.74	11.39	8.711	8.244	5.446	6.848	6.773	6.063	5.350	5.444	4.890	5.169	5.185	4.797	6.058	5.168	4.358	4.356	4.712	3.637	4.510	4.026	4.341	4.610	7.006	5.767	6.394	7.085	6.622	6.982	6.774	6.825	6.170	6.087	5.838	5.529	5.410	5.144	4.598	4.841	4.396	4.580	5.043	4.408	4.801	3.937	5.058	4.244	4.466	5.172
340.0	303.3	443.8	802.3	 1219	 1570	 1949	 2107	 1885	 1515	 1287	893.2	645.9	572.9	522.8	422.5	367.4	359.7	464.1	271.2	142.1	138.1	217.3	445.4	 2557	 6264	 1814	78.70	11.52	9.779	9.991	8.852	7.754	6.860	7.876	5.114	5.016	4.787	4.972	5.675	5.081	4.660	4.662	4.930	4.773	4.936	4.338	3.553	5.441	4.189	4.832	4.662	7.384	6.854	7.396	7.526	8.264	7.988	8.583	8.072	7.645	5.787	6.527	5.949	6.077	4.860	4.545	5.232	4.557	4.745	4.169	4.602	4.475	4.352	4.659	3.899	4.355	3.864
345.0	354.2	531.2	950.0	 1526	 2043	 2460	 2677	 2329	 1853	 1485	 1046	687.4	567.1	535.7	455.6	390.4	338.6	401.3	419.5	201.7	122.8	119.3	153.7	642.4	 3575	 6086	 1349	28.67	9.945	10.31	9.306	9.031	7.155	7.343	5.812	5.451	5.099	5.327	6.049	4.459	5.120	4.452	4.901	4.316	4.099	4.702	4.205	5.084	5.075	5.122	5.302	8.310	7.900	9.192	9.377	9.859	10.10	9.165	9.227	8.563	6.535	7.003	7.645	5.540	4.809	4.878	5.364	4.632	4.399	4.897	4.647	4.205	4.568	4.683	4.237	4.362	4.533
350.0	356.6	578.8	 1116	 1826	 2494	 3076	 3180	 2828	 2240	 1756	 1161	710.2	562.6	541.0	485.7	418.4	350.7	342.7	406.2	353.1	189.9	124.6	107.0	198.9	906.3	 3148	 4939	 2239	100.7	11.88	10.51	8.367	7.594	7.872	6.414	5.766	5.517	5.899	5.817	4.081	4.760	4.651	5.248	4.646	4.178	4.835	3.963	5.073	4.977	5.407	5.955	8.230	9.231	9.876	10.31	11.36	11.36	10.56	9.957	8.704	8.306	7.299	7.509	5.866	5.637	4.990	4.521	4.455	4.862	4.101	4.553	4.522	4.703	4.244	4.016	3.939	5.022
355.0	369.8	611.7	 1203	 1955	 2786	 3426	 3625	 3153	 2474	 1931	 1245	722.6	584.4	553.2	514.2	452.8	398.1	361.5	332.2	379.7	339.3	178.5	116.7	115.9	256.6	745.5	 1905	 5666	 1878	116.4	11.59	10.81	9.416	8.313	6.067	5.938	5.230	4.864	4.507	5.185	4.909	4.002	5.586	4.291	4.360	5.066	4.420	4.866	5.421	5.886	6.303	8.405	10.20	11.47	11.27	11.36	12.99	10.98	10.96	9.851	9.034	8.396	7.053	6.343	5.973	5.583	4.685	4.504	4.472	4.039	4.618	4.869	5.149	5.180	5.080	4.629	4.716
360.0	398.7	628.8	 1340	 2084	 2986	 3645	 3800	 3296	 2636	 2064	 1336	726.9	613.9	560.1	519.1	463.2	419.9	382.7	345.2	335.9	393.9	275.7	148.6	117.3	127.5	216.5	479.0	 2757	 5798	 1546	66.40	10.34	9.499	8.750	6.959	6.111	6.022	5.335	4.718	4.409	5.091	4.927	4.890	4.501	4.402	4.499	5.495	4.727	6.083	5.920	6.691	9.373	10.81	11.54	11.84	12.92	12.67	10.90	10.88	9.770	8.663	8.646	7.055	6.151	5.265	5.480	5.541	4.413	4.481	4.852	4.487	5.140	4.617	4.561	5.031	4.971	5.172
365.0	384.6	641.9	 1323	 2107	 3060	 3671	 3861	 3315	 2647	 2103	 1315	752.2	607.3	545.9	523.5	478.6	448.2	404.8	370.0	318.2	347.1	365.6	209.7	135.0	114.8	116.7	157.0	704.7	 3513	 5736	 1168	22.89	9.096	7.845	7.411	6.186	5.618	5.315	4.937	4.043	5.723	4.823	5.700	4.441	4.819	5.166	5.329	4.986	5.536	5.590	6.612	9.188	10.60	12.04	12.65	12.89	12.58	12.00	10.91	10.09	8.773	8.333	7.636	6.586	5.810	5.749	4.320	5.216	4.900	4.752	4.474	4.435	4.840	5.267	4.707	4.577	5.304
370.0	370.8	680.9	 1277	 2017	 2916	 3660	 3769	 3290	 2571	 2026	 1273	739.9	591.9	545.0	534.9	500.7	468.8	430.1	391.3	347.1	312.0	342.9	327.9	206.7	140.4	116.9	103.1	206.2	905.1	 3177	 4846	 2011	81.68	9.468	9.066	6.012	6.767	5.326	5.187	5.295	5.108	4.923	4.798	4.174	5.023	4.759	4.949	5.072	5.095	6.313	6.486	8.959	9.913	11.34	11.31	12.46	11.54	11.67	10.49	9.908	9.111	8.385	8.172	6.654	5.918	5.355	4.431	4.815	4.628	4.830	4.721	4.829	4.262	5.230	4.758	4.815	5.657
375.0	364.7	616.4	 1140	 1979	 2725	 3403	 3629	 3127	 2442	 1894	 1235	758.5	581.8	534.2	551.6	508.7	480.5	446.5	418.2	373.7	321.2	308.4	333.7	326.2	196.6	139.9	112.8	117.1	251.0	746.6	 1966	 5405	 1567	97.13	8.934	7.633	6.720	5.894	5.227	5.499	4.680	5.255	4.997	5.182	4.718	4.363	4.742	5.335	5.219	5.178	6.562	8.883	9.805	10.53	10.78	11.90	11.55	11.67	10.20	9.114	8.684	7.362	7.683	6.380	5.541	4.976	5.055	5.258	4.393	4.510	5.199	4.909	4.076	5.496	4.803	5.268	4.770
380.0	328.5	615.0	 1109	 1936	 2555	 3078	 3261	 2932	 2281	 1828	 1218	731.8	596.9	547.4	524.4	504.0	486.1	462.5	432.5	386.2	339.0	304.2	296.6	349.6	278.9	170.5	130.7	111.3	120.3	213.7	489.4	 2752	 5482	 1290	49.37	8.457	6.878	6.582	4.972	5.684	4.705	6.109	5.419	5.200	4.690	5.220	5.347	5.440	4.956	5.650	6.103	8.731	9.011	10.16	10.60	12.02	11.78	10.26	9.171	7.750	8.014	8.080	6.919	6.520	4.904	5.166	5.009	4.340	4.466	4.833	4.467	5.159	5.341	4.936	5.156	5.444	4.399
385.0	376.9	538.0	995.1	 1783	 2335	 2893	 3089	 2708	 2131	 1683	 1147	692.6	580.4	543.0	510.4	505.6	476.6	455.1	436.5	399.5	349.7	323.4	294.0	310.5	340.0	229.0	153.2	126.9	102.6	104.9	148.8	710.4	 3509	 5049	911.2	18.77	8.224	7.381	6.245	5.093	5.746	5.906	5.726	4.854	5.291	4.261	5.246	5.363	5.316	5.190	6.334	8.224	8.359	9.734	9.552	11.80	10.75	9.517	9.171	7.956	7.626	8.200	6.662	6.494	5.508	4.705	4.730	4.727	4.493	4.789	4.895	4.973	4.770	4.185	4.961	5.189	5.430
390.0	334.6	521.2	933.8	 1523	 2112	 2546	 2670	 2392	 1920	 1505	 1044	639.8	541.5	529.1	490.3	494.5	474.5	460.8	441.7	411.3	369.4	341.2	309.2	293.9	315.3	314.1	214.8	152.4	119.0	99.95	90.60	201.6	904.8	 2828	 4015	 1672	64.70	8.646	6.187	5.866	4.806	6.284	5.428	5.357	4.722	5.435	4.363	5.048	5.024	5.058	5.939	7.704	7.701	9.131	8.596	9.680	9.004	9.410	8.594	8.239	7.629	7.246	6.923	5.820	4.946	4.949	4.803	4.313	4.530	4.997	4.555	5.289	5.248	4.539	4.864	4.568	5.239
395.0	323.3	492.2	748.0	 1319	 1751	 2221	 2249	 1998	 1618	 1348	938.6	615.8	531.0	504.3	490.8	468.2	464.2	461.1	438.1	403.5	387.4	348.1	331.6	294.9	287.4	306.9	310.1	203.7	146.0	116.6	94.87	95.50	241.3	661.2	 1680	 4508	 1241	79.46	8.333	6.199	5.261	5.171	5.417	5.010	4.603	4.734	4.101	5.290	4.961	5.028	5.249	7.280	7.157	7.743	8.535	9.325	9.212	8.456	7.337	7.451	7.320	6.645	6.619	5.819	5.093	4.792	4.214	4.318	4.537	4.675	4.464	5.288	3.934	5.407	4.696	4.635	4.827
400.0	304.7	465.5	722.9	 1198	 1587	 1917	 1942	 1740	 1450	 1188	867.7	602.0	510.4	497.8	474.1	467.7	449.8	445.2	417.8	409.5	376.6	355.9	345.8	311.7	289.2	280.8	320.3	262.4	174.2	132.7	99.77	84.20	101.6	179.3	412.4	 2254	 4321	 1064	42.45	7.658	5.521	4.951	4.865	5.793	4.717	5.134	4.113	5.532	4.436	4.543	4.842	6.321	7.082	7.715	8.239	7.903	9.020	7.207	6.921	7.036	6.126	6.559	5.816	5.580	4.691	4.922	4.946	5.053	4.646	4.839	4.378	4.864	4.536	4.588	4.674	4.695	4.546
405.0	281.8	473.2	639.3	 1097	 1410	 1643	 1698	 1567	 1334	 1071	791.6	573.1	507.3	469.9	482.9	457.8	450.1	438.0	418.7	401.0	371.8	362.2	344.1	318.6	294.8	278.9	281.4	299.8	228.8	153.4	123.2	92.19	76.79	78.82	120.5	576.1	 2673	 4106	780.7	16.98	7.115	7.017	5.182	4.788	4.433	5.095	3.941	4.034	4.047	4.922	4.364	5.997	6.599	7.247	7.149	7.329	7.118	7.659	6.412	6.419	5.898	6.247	5.866	4.898	5.224	4.486	5.225	4.923	5.142	4.722	5.042	5.228	4.235	5.244	4.488	5.143	3.993
