Sample:	'1
File name:	Default_20231029_102126.FD3
Run date:	'10:15:06, 10/29/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
240.0	-30.68	-11.37	36.68	390.6	 1296	 1021	78.46	5.235	2.921	-5.649	-5.797	-7.299	1.935	-6.543	-0.529	-3.629	-1.201	-2.620	-1.543	0.820	0.185	-2.298	-0.796	-0.140	-0.907	-1.444	-0.190	-0.937	-1.746	0.146	0.022	-0.299	-0.592	-0.622	-0.666	0.134	-0.684	-0.643	0.066	-0.303	-0.025	-0.352	0.014	-0.003	-0.053	-0.128	0.029	0.181	-0.355	-0.077	0.228	1.897	3.563	2.325	1.255	-0.680	-0.361	-0.595	0.067	-0.337	-0.194	-0.566	0.068	-0.260	-0.360	-0.149	-0.365	-0.337	-0.694	-0.056	-0.052	-0.303	-0.761	-0.456	-0.708	-0.298	-0.401
245.0	-24.17	-32.60	-3.487	79.91	687.9	 1976	854.0	33.89	5.951	-2.835	-5.623	-8.161	-1.319	-1.554	-0.484	-3.645	-1.778	-1.958	-1.867	-0.549	-2.308	-1.789	0.302	-0.854	-0.736	-0.165	-0.453	-1.265	-0.473	-1.213	0.817	-0.096	-0.566	-0.720	-0.295	0.329	-0.807	0.137	0.014	0.020	0.246	0.392	-0.002	0.347	-0.536	-0.037	-0.202	0.520	-0.279	0.015	-0.226	0.204	1.743	3.863	4.837	2.259	0.575	-0.781	-0.163	-0.146	-0.298	-0.217	-0.472	-0.209	-0.681	-0.475	-0.932	-0.255	-0.452	-0.356	-0.238	-0.266	-0.269	-0.516	-0.490	-0.589	-0.307
250.0	-18.92	-5.503	9.180	35.27	158.6	886.1	 1924	 1555	293.4	3.901	-5.737	-0.881	-2.484	-2.438	-2.657	-2.863	-0.057	-1.061	-1.525	-0.465	-1.168	-0.397	-0.913	-0.909	-0.663	-0.871	0.364	-0.169	-0.400	-0.400	0.025	-0.111	0.127	-0.115	-0.138	-0.237	-0.012	-0.157	-0.630	-0.322	-0.306	-0.165	0.127	0.096	-0.434	0.120	-0.133	0.156	0.264	-0.025	-0.288	0.037	0.263	0.862	2.650	4.478	5.642	4.763	2.386	0.237	-0.222	0.116	-0.510	-0.097	-0.624	-0.140	-0.539	-0.450	-0.902	-0.437	-0.333	-0.156	-0.363	-0.382	-0.283	-0.637	-0.323
255.0	-6.127	-26.32	-13.30	31.13	68.64	210.5	606.8	 2538	 2222	358.0	-6.100	-2.001	3.408	-0.630	-4.060	-1.860	-0.973	0.929	-2.039	-1.489	-0.992	-2.012	-0.976	-0.597	-1.134	-0.587	0.128	0.433	-0.684	-1.000	-0.551	-0.691	-1.001	-0.572	-0.432	-0.177	-0.065	-0.101	-0.556	-0.027	-0.516	-0.250	-0.206	-0.277	-0.508	-0.196	-0.016	-0.359	0.089	0.126	0.064	-0.197	-0.079	0.351	0.516	0.883	1.911	4.566	9.415	8.211	3.243	0.521	-0.652	0.393	-0.326	-0.604	-0.216	-0.126	-0.501	-0.302	-0.240	-0.385	0.197	0.159	-0.609	-0.978	-0.545
260.0	-29.19	-24.44	-3.323	35.21	94.04	80.08	139.6	988.3	 3678	 1902	195.7	0.110	0.996	-0.919	0.542	3.717	-2.459	-0.201	-1.614	-1.411	0.528	-2.303	0.480	-0.136	0.126	-2.025	-1.169	-0.039	-0.735	-0.087	-0.774	-0.662	-1.119	-0.590	-0.413	-0.380	0.549	-0.079	-0.407	-0.127	-0.033	-0.057	-0.817	-0.034	-0.487	-0.673	-0.050	-0.198	0.092	0.213	-0.432	0.478	-0.030	0.002	0.040	0.194	0.337	0.577	4.218	8.870	10.85	8.523	1.956	-0.011	-0.070	-0.688	-0.281	-0.705	-0.151	-0.234	-0.005	-0.476	-0.315	-0.361	-0.612	-0.692	-0.314
265.0	-14.96	-19.18	-7.205	0.539	64.76	116.9	47.66	224.8	 1656	 4431	 1560	73.25	-0.741	0.180	0.173	-1.417	0.025	-1.959	0.417	-0.596	0.513	-0.629	0.170	-1.474	-0.336	-0.440	-0.820	-0.070	-0.462	0.014	-0.173	-0.177	-0.158	-0.247	-0.630	-0.025	0.556	-0.159	0.019	-0.331	-0.098	-0.121	-0.239	0.365	-0.167	0.085	-0.278	-0.331	-0.221	0.215	-0.360	0.259	0.070	0.364	0.036	0.173	-0.475	0.134	0.745	2.915	6.591	12.24	11.92	5.358	0.688	-0.584	-0.408	-0.713	-0.290	-0.142	-0.448	-0.119	-0.700	-0.371	-0.486	-0.406	-0.493
270.0	-15.20	-29.93	-2.596	-14.72	18.20	75.66	122.5	84.89	398.3	 1799	 3960	 3198	389.2	1.339	1.898	2.191	0.213	-1.668	-1.270	0.416	0.513	-1.137	-1.697	0.841	-1.401	-1.140	0.261	0.163	-0.289	-0.343	-0.050	0.262	-0.279	0.017	-0.521	0.171	0.043	-0.295	-0.398	0.003	-0.291	-0.493	-0.155	0.176	0.367	0.097	-0.054	-0.107	0.048	0.229	-0.068	0.101	0.121	-0.047	-0.157	0.421	-0.255	0.116	0.280	0.645	1.572	3.263	6.392	9.856	12.22	9.556	4.264	0.234	-0.375	-0.437	-0.148	-0.176	-0.408	-0.034	-0.601	-0.163	-0.675
275.0	-35.66	11.00	-17.00	-5.249	-14.45	18.17	74.73	187.0	137.7	413.0	 1152	 4636	 4978	411.6	8.361	-0.104	-0.874	-2.166	0.812	2.048	0.102	0.975	-0.774	-0.177	-0.253	0.547	1.829	-0.791	0.075	-1.225	-0.375	-0.278	-0.335	-0.405	0.237	-0.911	0.288	-0.457	-0.299	0.685	0.145	-0.107	0.031	-0.176	-0.189	0.161	0.398	0.371	0.101	-0.022	-0.041	-0.432	-0.128	0.065	-0.146	-0.135	-0.236	0.860	0.205	-0.067	0.340	0.623	0.892	2.485	4.295	11.52	18.76	15.30	5.189	0.005	-0.487	-0.415	-0.274	0.113	-0.423	-0.071	-0.275
280.0	-22.45	-1.750	4.326	1.528	-19.35	-2.846	27.57	176.0	188.0	112.2	281.0	 1662	 6374	 4130	177.5	4.623	0.892	-2.029	1.931	1.773	0.433	0.481	-2.006	-0.468	-0.816	0.328	0.757	-1.987	0.055	-0.860	-0.613	-0.737	-0.421	-0.132	0.240	-0.445	0.155	-0.413	-0.512	0.457	-0.347	0.311	-0.199	-0.298	-0.178	-0.180	0.548	0.078	0.411	0.039	0.006	-0.419	-0.037	0.035	-0.256	-0.088	-0.114	0.171	0.893	1.163	-0.227	0.166	-0.084	0.274	0.513	2.753	8.029	17.69	22.00	13.37	2.257	-0.576	-0.132	-0.074	-0.432	-0.180	-0.450
285.0	4.691	-1.293	-8.317	-1.260	9.430	2.411	6.784	82.85	258.8	137.8	94.80	427.8	 2634	 7291	936.9	55.36	3.476	0.627	3.025	1.454	0.281	0.163	0.219	-0.868	-1.729	-0.629	1.138	-1.023	0.112	-0.680	0.080	-0.968	-0.741	0.064	-0.735	0.366	0.066	0.620	-0.527	-0.728	-0.749	0.140	-0.050	-0.248	-0.260	0.041	0.320	0.015	0.527	-0.143	-0.307	-0.199	0.318	0.102	0.104	-0.579	0.014	-0.060	0.080	0.737	0.271	0.048	0.247	-0.241	-0.366	0.459	2.295	5.594	12.69	23.17	19.18	6.251	0.571	0.027	-0.497	0.486	-0.669
290.0	-19.91	-2.317	1.878	14.80	9.442	3.944	2.988	31.98	140.2	281.6	203.2	172.3	682.6	 2879	 5384	 3189	239.8	4.267	2.712	1.133	0.459	1.493	0.750	0.622	-0.912	-0.359	-0.363	-0.774	0.575	0.224	0.140	0.190	-0.545	-0.851	-0.205	-0.406	0.003	-0.295	-0.843	-0.134	-0.535	-0.123	-0.235	-0.407	-0.484	-0.057	-0.158	-0.206	0.156	0.062	-0.177	-0.191	-0.132	0.037	0.131	-0.334	0.112	-0.374	-0.068	0.085	0.383	0.885	0.622	0.019	0.083	-0.448	0.385	1.364	2.618	6.889	11.45	16.62	17.59	12.88	4.350	0.548	-0.397
295.0	-22.37	-2.245	14.48	28.31	6.520	29.11	17.45	32.28	79.18	178.2	426.3	266.9	273.3	734.6	 1585	 5634	 4539	278.2	6.992	2.531	1.697	1.301	1.606	-0.356	0.862	0.876	0.050	0.110	-0.891	-0.527	-0.731	-0.329	0.191	-0.680	-0.607	-0.375	0.369	-0.327	-0.828	-0.281	0.125	-0.617	0.397	0.074	-0.622	-0.392	0.348	0.248	0.314	0.174	-0.158	0.049	0.341	0.041	0.277	-0.296	-0.199	-0.013	-0.194	-0.262	-0.141	0.324	0.510	0.912	1.129	0.332	-0.310	0.266	0.546	1.333	2.236	4.488	6.196	15.32	26.52	18.28	4.496
300.0	-33.99	19.68	-4.540	56.71	14.32	21.49	37.18	40.35	63.72	132.1	327.8	504.8	261.0	282.0	420.3	 2064	 7176	 3429	127.0	2.819	2.421	1.080	1.445	0.064	-0.428	0.075	0.104	-0.341	-0.468	1.030	-0.448	-0.224	0.980	0.069	0.119	-0.563	0.062	-0.260	-0.287	0.346	-0.589	-0.251	0.325	0.042	-0.305	0.493	0.395	-0.332	0.032	0.195	0.269	-0.067	-0.002	-0.135	-0.420	-0.074	-0.158	-0.079	0.008	0.012	-0.341	0.343	0.047	0.578	1.545	0.758	0.405	0.054	-0.058	0.433	0.702	0.855	1.737	4.061	12.79	25.70	25.96
305.0	-29.27	16.90	30.55	58.44	22.84	45.59	63.76	63.42	71.48	144.2	235.3	552.6	439.9	215.3	184.0	530.8	 3174	 7653	 2317	37.74	1.905	1.254	1.052	2.234	1.155	-0.823	0.397	-0.071	0.021	1.121	-0.502	-0.239	-0.112	0.436	0.310	0.093	0.257	0.154	0.833	0.032	-0.055	-0.659	-0.539	-0.424	-0.625	0.356	0.368	-0.306	0.085	0.342	0.340	-0.436	-0.193	0.100	-0.364	0.107	0.215	-0.127	0.159	-0.062	0.690	0.287	0.167	0.478	0.912	0.949	1.556	0.545	0.618	-0.012	0.094	-0.188	0.217	0.753	2.217	8.028	17.93
310.0	-21.60	1.639	37.71	74.77	54.27	54.79	70.46	77.41	108.4	167.5	221.6	373.0	551.3	411.9	185.2	195.4	783.0	 3209	 5902	 3063	157.3	3.703	1.895	2.099	1.900	0.114	1.239	-0.101	-0.046	0.426	-0.572	0.076	-0.063	0.570	-0.237	-0.285	0.023	0.091	0.377	0.166	-0.372	-0.336	-0.332	-0.078	-0.656	-0.230	0.050	-0.083	-0.126	0.218	0.323	-0.068	-0.153	-0.021	0.123	-0.217	0.311	-0.090	0.179	0.120	0.109	0.314	0.214	0.233	0.001	0.515	0.669	1.448	0.598	0.554	0.171	0.180	-0.118	0.117	0.539	1.354	4.139
315.0	-9.677	-17.93	26.67	67.98	50.37	71.01	91.14	104.2	132.0	177.2	225.8	319.0	379.2	537.0	363.5	145.2	224.3	751.5	 1815	 6153	 3116	194.4	5.261	4.465	2.848	2.659	0.464	0.860	0.239	-0.403	0.115	-0.917	-0.343	-0.780	0.918	0.366	0.295	-0.480	0.152	0.141	-0.059	-0.067	0.113	0.589	-0.105	-0.449	-0.256	0.158	-0.215	0.185	0.408	-0.215	-0.063	0.431	0.327	-0.067	0.139	0.799	0.077	0.504	0.190	0.303	0.284	0.544	0.205	-0.038	0.082	0.282	0.210	0.719	1.593	0.661	-0.002	0.414	0.253	0.502	0.519
320.0	1.034	17.45	40.72	95.75	114.8	117.1	131.2	135.9	165.3	200.9	255.4	315.1	342.4	423.6	518.8	223.0	116.4	213.7	442.3	 2453	 6958	 2475	91.00	4.403	3.533	3.640	0.700	0.795	1.875	0.858	1.082	-0.365	-0.249	-0.392	0.481	0.274	0.658	-0.400	0.601	0.076	-0.151	0.062	0.288	-0.212	0.176	-0.236	-0.040	0.284	-0.069	-0.100	0.403	0.270	0.233	0.587	0.143	0.483	0.654	0.366	0.245	0.882	0.351	0.694	0.377	0.625	0.247	-0.003	-0.028	0.158	0.798	0.132	1.081	1.285	0.102	0.185	-0.043	-0.024	-0.457
325.0	7.728	24.14	65.96	151.5	185.0	191.7	220.1	229.0	234.9	247.6	297.2	318.5	331.7	335.1	462.8	396.7	135.9	98.15	135.0	601.6	 3483	 7017	 1755	24.58	2.498	1.752	1.985	1.603	1.427	0.286	1.403	0.132	-0.713	0.858	0.313	0.365	0.240	-0.741	0.054	0.067	-0.194	0.123	0.160	-0.594	0.037	-0.459	0.126	0.156	0.256	0.030	0.438	-0.111	0.451	0.599	0.133	0.329	0.682	0.496	0.375	0.885	0.735	0.670	0.315	0.791	0.879	0.709	0.235	0.100	0.349	-0.412	0.654	0.881	1.029	1.093	-0.358	-0.059	-0.194
330.0	-18.38	64.33	166.1	274.8	394.9	464.2	497.1	489.0	413.5	401.9	362.5	356.1	359.2	336.1	331.5	399.4	322.9	132.8	91.14	174.8	850.2	 3292	 5615	 2678	110.2	3.642	2.716	1.363	0.892	0.895	0.287	-0.310	-0.018	0.235	0.995	0.167	-0.290	-0.325	0.099	-0.194	-0.027	0.030	-0.141	0.046	-0.242	-0.148	-0.225	0.158	0.805	0.291	0.666	0.625	0.795	1.376	1.525	0.928	0.848	1.304	0.731	0.772	1.277	0.557	0.818	0.357	0.422	0.541	0.449	0.868	0.533	0.158	0.808	0.710	0.684	1.184	0.749	0.266	0.164
335.0	-33.91	115.3	217.8	475.1	750.9	888.7	978.3	866.9	748.4	608.4	482.1	385.8	369.7	353.0	317.8	296.6	365.5	299.2	118.7	98.45	231.0	764.1	 1924	 6339	 2311	137.4	4.318	1.648	1.921	1.152	0.784	-0.257	0.072	0.725	0.834	0.195	-0.517	0.370	0.213	0.330	0.054	0.373	-0.427	-0.128	-0.279	0.518	0.138	0.456	0.785	0.887	0.943	1.401	1.429	2.245	2.258	1.697	2.164	2.559	1.372	1.755	1.670	1.250	1.000	1.135	0.871	0.677	0.553	0.430	0.439	0.573	0.362	0.919	0.037	0.210	0.686	0.791	0.850
340.0	1.052	102.8	320.3	694.4	988.0	 1272	 1361	 1172	991.5	812.6	605.2	422.5	385.6	357.2	341.5	283.9	289.3	398.0	213.2	97.82	104.0	207.9	465.6	 2832	 6846	 1917	73.28	2.501	3.159	2.006	0.701	1.611	0.917	0.551	0.672	0.442	0.279	0.265	-0.054	0.260	0.152	0.733	-0.743	-0.215	-0.500	-0.347	0.316	0.972	0.898	0.632	1.243	1.521	1.923	3.000	3.189	2.987	3.072	3.084	2.986	1.838	1.887	1.813	1.895	1.557	1.094	0.676	0.806	0.183	1.083	0.719	0.986	0.653	0.225	0.525	0.538	0.067	1.133
345.0	17.10	116.8	410.5	889.1	 1324	 1616	 1700	 1518	 1203	 1004	679.8	452.3	388.5	403.8	355.7	285.5	253.8	331.3	349.0	150.7	91.50	96.86	137.8	702.7	 3971	 6691	 1412	21.30	3.203	1.515	2.094	0.638	0.639	0.901	0.841	0.622	0.628	0.171	0.389	0.279	0.566	-0.147	-0.246	0.354	-0.112	-0.166	0.765	0.564	1.008	0.957	1.692	1.973	2.891	3.401	3.782	3.112	3.777	3.485	3.302	2.877	2.690	3.282	1.917	1.344	1.078	0.967	0.806	0.111	1.058	0.945	0.642	0.690	0.644	1.082	-0.004	0.382	0.233
350.0	9.695	149.6	485.5	 1070	 1561	 1992	 2131	 1873	 1518	 1172	759.9	480.8	408.4	398.5	372.9	311.0	270.5	272.9	324.3	296.8	152.3	88.73	81.21	193.1	995.2	 3537	 5478	 2428	98.71	4.361	2.536	1.492	0.950	1.009	0.850	0.486	0.351	0.736	-0.096	-0.110	0.365	0.022	0.193	0.338	0.053	0.043	0.617	0.549	1.141	1.438	1.800	3.041	4.098	4.176	4.360	4.395	5.288	4.321	4.286	3.584	2.732	2.948	2.224	1.761	1.390	0.967	0.876	0.430	0.779	1.021	0.630	0.792	0.583	0.772	0.187	0.321	0.217
355.0	68.23	188.1	557.4	 1182	 1766	 2302	 2505	 2162	 1659	 1343	848.7	505.2	408.0	424.3	375.2	337.1	299.9	270.9	259.2	306.4	288.0	134.0	89.37	94.47	259.8	817.2	 2152	 6262	 1979	115.1	3.997	2.517	0.923	0.871	0.475	0.965	0.942	0.418	1.058	0.373	0.792	0.196	0.436	-0.019	0.122	0.248	0.737	0.679	0.660	1.589	2.391	3.336	4.270	4.804	5.066	5.066	6.258	4.770	4.492	3.965	3.179	3.385	2.511	1.636	1.223	0.604	0.807	1.169	1.297	0.781	0.299	0.912	0.703	0.458	0.324	0.461	0.580
360.0	53.44	225.9	588.5	 1241	 1880	 2418	 2660	 2274	 1848	 1428	883.2	511.9	412.2	407.5	399.0	353.9	320.0	298.0	254.1	254.9	333.0	219.8	109.2	85.83	108.3	220.7	527.2	 3109	 6536	 1644	57.09	4.156	1.335	1.695	0.760	1.560	0.610	1.011	0.160	0.441	0.645	0.292	0.195	0.072	0.389	0.393	0.524	0.096	0.870	1.438	2.830	3.844	4.103	4.582	5.447	5.945	5.980	5.200	5.036	3.638	3.662	3.625	2.746	2.254	1.340	0.414	1.175	0.646	0.797	0.678	0.480	0.604	0.814	0.893	0.763	1.326	0.086
365.0	41.79	185.0	611.7	 1255	 1927	 2537	 2682	 2323	 1844	 1427	886.5	501.2	407.3	399.4	394.4	366.7	320.6	307.0	272.6	248.3	281.8	298.3	170.6	104.5	88.34	99.11	151.3	790.6	 4059	 6430	 1241	18.11	2.464	1.996	0.624	1.219	0.893	0.797	-0.006	0.312	0.050	-0.246	0.476	-0.277	0.747	0.845	0.493	0.547	1.298	1.947	2.636	3.937	3.673	5.389	5.429	5.863	5.819	5.098	4.515	4.456	3.297	3.518	2.417	2.160	1.353	1.174	0.920	0.634	0.580	0.834	0.589	0.410	0.962	0.984	0.585	0.802	0.198
370.0	28.08	184.3	621.1	 1186	 1949	 2420	 2599	 2262	 1804	 1364	892.7	498.2	415.7	393.9	394.5	366.7	342.0	325.7	290.0	266.7	246.3	273.7	267.5	162.7	103.5	85.22	82.23	212.8	 1026	 3611	 5531	 2296	80.01	4.240	1.731	1.551	1.086	0.768	0.245	0.501	0.684	-0.172	0.317	0.278	0.224	0.451	0.492	0.721	1.306	1.889	2.319	3.659	4.107	5.979	4.746	5.564	5.858	5.635	4.509	3.674	3.566	3.297	2.777	2.058	1.456	1.380	0.570	0.873	0.913	1.143	1.259	0.778	0.415	0.462	0.741	0.800	0.851
375.0	2.556	181.1	586.7	 1135	 1720	 2322	 2517	 2129	 1701	 1299	844.3	496.5	429.5	408.4	399.3	366.5	361.9	343.3	320.4	287.0	246.7	239.6	265.4	259.2	153.4	102.6	83.08	97.01	267.1	833.6	 2260	 6250	 1632	99.04	3.342	2.088	1.293	0.698	1.315	0.665	1.054	0.300	0.405	0.307	0.446	0.445	0.589	1.206	1.065	1.950	2.379	3.215	4.366	4.781	4.504	5.386	5.440	5.052	4.299	3.941	3.085	2.914	2.182	1.712	1.099	1.146	1.080	1.032	0.758	1.355	1.023	1.123	0.730	0.980	0.607	0.749	0.855
380.0	27.82	156.1	551.3	 1087	 1694	 2128	 2250	 1954	 1603	 1236	811.5	480.1	409.8	390.2	378.3	376.5	354.8	349.0	323.7	300.3	268.4	241.7	242.0	285.2	232.5	131.5	96.13	80.12	104.0	220.1	547.6	 3167	 6241	 1378	50.11	2.906	2.521	1.321	1.207	0.698	0.870	0.191	0.482	-0.015	0.260	0.436	0.378	0.955	1.137	1.732	2.041	2.952	3.816	4.081	5.138	5.428	5.314	3.962	3.906	4.059	2.533	3.415	2.344	1.691	1.189	1.495	0.518	1.128	0.953	0.685	0.780	1.035	1.013	0.604	0.602	0.794	0.713
385.0	28.05	149.1	508.5	 1032	 1543	 1935	 2053	 1820	 1494	 1162	780.5	473.6	397.6	393.7	382.1	380.2	361.3	343.5	334.0	311.1	270.1	247.8	222.5	256.1	288.7	181.3	113.2	89.35	78.78	91.27	151.5	804.0	 4024	 5902	983.6	13.43	3.543	1.249	1.320	0.506	0.412	0.102	0.525	0.165	0.342	0.857	0.679	0.817	1.054	1.375	2.010	2.916	3.946	4.073	4.010	4.453	5.127	3.980	3.889	3.566	2.650	2.416	2.470	1.784	1.432	1.152	1.012	1.004	0.698	0.281	0.556	0.773	0.720	1.271	0.057	0.796	1.191
390.0	3.819	120.1	424.7	884.4	 1362	 1719	 1834	 1575	 1320	 1041	713.7	469.9	375.3	381.5	364.4	378.6	361.2	346.0	334.5	314.1	281.8	262.6	240.5	231.2	251.4	255.6	174.6	110.8	91.51	73.29	72.61	206.5	 1023	 3315	 4696	 1916	64.97	2.945	2.353	0.111	0.601	0.600	0.091	0.252	0.132	0.783	0.594	0.808	0.691	1.569	1.909	2.867	3.291	3.568	3.705	4.095	4.281	3.608	3.140	2.843	2.370	2.344	1.968	1.301	1.465	1.281	0.699	1.038	0.652	0.453	0.672	0.696	0.529	0.819	0.840	0.769	0.587
