Sample:	'1
File name:	Default_20231029_145401.FD3
Run date:	'14:47:40, 10/29/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
131	395.0/615.0	2.316
132	400.0/285.0	1.801
133	400.0/465.0	71.22
134	405.0/470.0	56.00
135	410.0/475.0	47.42
136	415.0/325.0	1.553
137	415.0/485.0	42.00
138	420.0/490.0	35.14
139	425.0/265.0	1.481
140	425.0/380.0	1.974
141	425.0/495.0	30.15
142	430.0/505.0	25.01
143	430.0/635.0	1.708
144	435.0/510.0	19.26
145	440.0/515.0	15.98
146	445.0/405.0	1.616
147	445.0/525.0	14.00
148	450.0/530.0	12.01
149	455.0/280.0	1.340
150	455.0/540.0	9.629
151	460.0/545.0	8.655
152	480.0/575.0	3.204
153	485.0/365.0	1.766
154	485.0/580.0	2.756
155	490.0/590.0	1.973
156	495.0/595.0	2.200
157	500.0/395.0	1.646
158	500.0/600.0	1.546
159	505.0/375.0	1.821
160	520.0/375.0	1.625
161	540.0/365.0	1.554
162	545.0/360.0	1.631
163	550.0/305.0	1.879
164	550.0/495.0	1.422
165	560.0/480.0	1.392
166	565.0/345.0	1.317
167	575.0/500.0	1.550
168	580.0/325.0	1.884

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	22.90	41.28	439.6	533.1	84.02	26.80	11.12	15.21	7.177	9.425	10.19	5.356	8.377	4.376	6.587	3.117	4.034	3.727	1.963	1.607	1.842	1.897	1.356	1.967	1.218	1.478	1.949	1.339	1.385	0.957	0.538	0.845	0.941	1.240	0.960	1.209	1.142	0.953	0.932	1.074	0.618	0.715	0.341	0.499	0.721	0.658	0.902	0.697	1.533	1.347	0.770	0.723	0.415	0.494	0.578	0.684	0.329	0.595	0.368	0.191	0.163	0.281	0.644	0.207	0.505	0.357	0.172	0.433	0.525	0.082	0.348	0.334	0.149	0.089	0.127	0.264	0.259
235.0	60.96	28.95	136.8	709.8	741.5	127.7	9.555	12.26	16.38	8.949	5.197	12.59	9.871	10.22	7.288	3.748	1.157	4.576	1.765	2.647	3.859	1.692	1.261	1.376	1.825	1.505	1.326	1.508	0.158	0.340	2.056	1.645	1.122	0.852	2.215	1.326	0.613	1.596	0.279	0.729	0.987	0.868	0.583	1.143	0.626	1.064	0.945	0.152	1.150	0.906	1.813	2.253	1.431	1.003	-0.076	0.779	-0.152	0.446	0.306	0.470	-0.005	0.226	0.476	0.378	0.656	0.906	-0.107	-0.012	0.076	-0.122	1.071	0.068	0.401	0.217	0.229	-0.251	0.017
240.0	21.76	39.91	78.49	349.6	 1087	736.8	96.77	20.60	12.55	16.35	13.63	6.793	9.638	5.655	4.076	4.427	4.554	1.653	1.229	1.372	2.022	1.711	0.326	2.435	2.565	2.068	2.167	1.331	1.508	0.442	1.326	1.855	0.728	0.647	1.758	1.094	1.521	1.190	0.256	0.943	1.081	0.634	0.826	1.159	0.799	0.632	0.780	0.147	1.124	0.263	1.008	1.543	3.075	2.120	0.879	1.016	0.209	0.536	0.323	0.865	0.732	0.486	0.219	0.336	0.076	0.202	-0.037	0.676	0.391	0.394	0.369	0.224	-0.106	-0.143	0.224	-0.026	0.121
245.0	21.58	81.19	51.47	130.2	578.1	 1406	702.9	42.98	17.02	10.00	9.645	7.959	9.197	6.913	6.549	3.261	0.805	2.761	3.896	1.084	2.754	1.856	0.861	0.928	1.636	1.904	1.981	1.859	1.011	0.923	1.703	1.512	0.188	0.821	1.567	0.840	0.780	0.366	0.190	1.095	0.600	-0.111	1.204	0.468	1.169	0.707	0.382	0.173	0.783	0.427	0.490	0.246	1.788	3.889	3.485	2.043	0.578	1.011	0.177	0.490	0.763	0.777	0.286	0.611	0.473	0.216	0.506	0.231	0.604	-0.042	0.020	0.400	0.000	-0.352	0.508	0.327	0.005
250.0	53.44	44.53	47.39	63.51	152.2	631.9	 1408	 1202	208.4	10.91	8.725	9.523	6.633	6.025	3.546	2.450	3.317	4.514	3.873	2.734	2.462	1.172	1.793	0.318	1.766	1.615	1.273	1.632	1.515	0.536	0.651	0.983	0.754	1.372	1.878	0.591	0.709	0.909	0.998	1.398	0.544	0.661	0.835	0.748	0.806	0.784	0.594	0.476	0.742	0.580	0.665	0.941	1.119	1.820	2.008	3.132	3.638	3.545	1.768	0.784	0.384	0.867	0.175	0.527	0.528	0.112	0.265	0.092	-0.159	0.053	0.631	0.755	0.054	0.009	0.050	0.192	0.118
255.0	65.91	73.60	49.04	96.60	109.4	172.6	463.8	 1865	 1842	227.2	9.963	3.887	8.239	11.40	7.806	2.038	5.293	2.635	1.850	2.114	2.370	1.325	1.091	0.807	0.293	1.724	2.142	1.953	1.173	0.307	0.550	1.170	1.325	0.487	0.667	0.652	0.792	1.176	1.041	0.633	0.999	1.027	0.971	0.705	0.712	1.105	0.810	0.486	0.649	0.420	0.632	0.698	0.555	0.603	0.887	1.331	1.761	3.737	6.647	5.924	1.664	0.838	0.414	0.863	0.657	0.673	0.313	0.028	-0.065	0.181	0.187	0.359	0.062	0.608	0.247	0.254	0.272
260.0	42.83	70.52	56.18	33.64	120.5	92.22	124.8	766.3	 2556	 1542	114.1	9.910	6.548	7.789	4.721	4.019	2.101	3.944	2.361	-0.198	1.045	0.221	1.715	-0.572	0.114	1.361	1.626	0.281	1.973	1.026	0.485	0.975	0.642	1.450	0.851	1.032	0.362	0.959	1.475	0.783	0.665	0.924	0.444	0.787	0.843	0.976	0.619	0.383	0.167	0.222	0.337	0.048	0.858	0.993	0.476	0.729	1.142	1.794	3.027	5.946	6.896	4.409	1.601	0.086	1.044	0.378	0.196	-0.126	0.063	0.415	0.752	0.115	0.458	0.045	0.384	0.172	0.224
265.0	26.66	43.26	33.33	37.93	83.68	132.5	53.53	201.0	 1178	 2970	 1221	58.50	10.58	7.781	4.686	6.584	4.110	5.496	1.826	2.273	2.252	1.029	2.478	0.844	2.056	1.527	2.208	0.545	2.299	1.804	0.420	0.655	1.202	2.092	0.619	0.153	0.740	0.969	1.189	0.267	0.280	1.481	1.051	1.019	0.513	1.106	0.668	0.281	0.296	0.498	0.206	0.298	0.493	1.125	0.583	0.861	0.268	0.375	1.424	2.041	4.689	7.462	7.228	3.698	0.669	0.364	0.449	0.373	0.689	0.598	0.339	0.394	0.355	0.167	0.594	0.138	0.232
270.0	25.99	37.52	46.59	32.58	43.40	97.76	132.5	97.25	295.0	 1231	 2507	 1918	262.6	9.246	6.593	6.450	4.400	3.757	2.043	2.119	1.352	0.080	2.804	2.049	2.030	1.726	1.888	0.398	2.298	2.126	1.120	0.690	0.398	0.559	1.313	0.667	0.905	1.256	0.486	0.621	0.269	0.979	0.895	0.810	0.412	1.222	0.862	1.109	0.508	0.322	0.444	0.600	0.472	0.595	0.633	1.000	0.582	0.932	0.894	0.739	1.518	2.457	4.019	6.567	6.369	5.716	2.415	0.864	0.924	0.632	0.269	0.336	0.333	0.528	0.788	0.674	0.443
275.0	5.594	19.12	21.71	25.00	23.52	52.99	111.1	208.1	114.7	303.7	776.3	 2770	 2692	226.7	4.511	4.887	6.109	4.769	2.646	2.526	1.519	1.049	2.835	1.789	2.900	0.885	0.850	0.800	1.012	1.261	1.845	1.397	0.739	0.392	1.379	0.115	0.845	0.828	0.673	0.585	0.792	1.167	0.857	1.091	0.870	0.797	0.526	1.032	0.711	0.585	0.410	0.569	0.214	0.183	-0.409	0.812	0.815	1.268	0.993	-0.004	0.941	1.062	1.120	2.614	2.675	6.137	9.945	7.362	2.854	0.999	0.168	0.095	0.366	0.456	0.163	0.509	0.793
280.0	5.782	30.38	16.70	63.72	17.53	29.83	56.40	211.5	189.2	109.8	201.4	 1050	 3530	 1105	111.8	5.003	5.052	5.337	1.320	1.266	2.667	2.650	3.958	2.118	1.735	0.865	1.720	1.490	2.257	1.837	1.199	0.470	-0.289	1.121	0.511	0.889	0.701	0.990	0.642	0.482	1.065	1.277	1.229	0.933	1.237	0.708	0.529	1.340	0.246	0.340	0.103	0.766	0.161	0.772	-0.099	1.030	0.611	1.130	1.167	0.715	0.906	0.780	0.858	1.194	1.361	2.198	4.957	8.084	10.05	5.683	0.911	0.212	0.138	0.388	0.461	-0.086	0.989
285.0	60.80	27.01	50.18	40.96	29.52	25.47	20.94	102.8	291.1	151.8	69.43	281.1	 1577	 3567	826.0	34.03	2.810	3.517	3.672	4.728	3.066	1.647	2.746	2.696	0.727	0.892	2.810	1.886	0.792	1.965	2.011	1.933	0.822	0.450	0.846	0.496	1.801	1.562	0.726	0.485	0.914	0.584	1.234	0.237	0.606	0.894	0.740	1.331	0.462	0.596	0.331	0.601	0.101	0.535	0.108	0.534	0.723	0.547	0.757	0.609	1.002	0.768	1.026	0.892	0.928	0.786	1.436	3.036	7.121	11.05	8.773	4.163	0.227	0.327	0.382	0.369	0.341
290.0	57.73	34.72	50.07	47.36	28.68	32.45	17.33	40.39	138.4	277.4	174.0	99.08	404.5	 1525	 2846	 1890	175.8	6.762	3.089	5.359	2.176	4.223	1.434	1.046	1.549	2.287	2.142	1.726	1.873	1.754	1.343	1.424	1.338	1.117	0.872	0.889	1.143	1.289	0.647	0.362	1.166	0.788	0.884	0.468	0.478	0.977	-0.033	0.625	0.441	0.469	0.516	0.612	0.266	0.776	0.308	0.258	0.947	0.764	0.542	0.759	1.139	0.883	0.811	0.941	0.656	0.828	0.243	0.918	2.162	3.721	6.135	8.689	8.862	5.555	2.914	1.011	0.066
295.0	38.16	44.26	44.97	25.08	47.32	22.94	33.21	35.50	59.61	131.8	337.0	176.8	134.0	375.0	876.4	 3112	 2409	164.6	6.194	4.373	4.592	4.384	1.627	2.113	0.545	3.028	1.542	1.741	1.032	1.606	1.547	1.370	2.023	0.874	0.745	1.048	1.289	1.258	0.914	0.616	0.497	0.030	0.850	0.413	0.052	0.399	0.297	0.378	0.880	1.030	0.600	0.715	0.671	-0.072	0.624	0.235	0.911	1.210	0.406	0.619	0.632	0.343	0.668	1.001	1.334	0.743	0.296	0.642	0.668	1.126	1.565	2.673	4.176	7.309	11.64	8.018	3.088
300.0	32.84	58.80	38.99	51.82	33.46	20.42	23.99	20.82	59.50	59.06	235.5	394.0	117.9	124.0	227.5	 1177	 3542	 1716	62.22	3.383	3.638	3.699	3.038	1.323	2.644	1.577	1.454	1.065	1.814	1.463	1.070	1.087	0.605	1.534	0.950	1.305	1.367	1.432	1.215	1.154	0.399	0.434	0.440	1.094	0.756	0.264	0.543	0.557	0.798	0.520	0.352	0.806	0.621	0.342	0.316	0.780	0.947	1.117	0.546	1.000	0.419	0.518	0.403	0.808	0.740	1.704	0.931	0.395	0.516	0.767	0.528	1.170	1.047	2.781	6.127	10.90	13.72
305.0	42.76	83.73	46.05	61.10	45.49	22.16	38.01	24.98	45.79	62.88	120.2	385.4	322.1	86.58	88.97	301.3	 1636	 3557	481.6	21.03	3.447	4.659	2.536	2.706	3.266	2.088	1.240	1.374	1.647	0.511	1.161	1.885	1.552	1.575	1.008	0.496	1.654	0.955	1.016	0.598	0.881	0.805	0.948	1.028	1.030	0.261	1.185	0.231	0.837	0.555	0.751	0.545	0.715	0.004	0.083	0.493	0.284	0.531	1.011	0.639	0.713	0.454	0.553	0.788	0.856	1.278	1.879	1.696	0.598	0.664	0.453	0.636	1.135	0.702	1.959	3.694	9.862
310.0	51.12	64.55	73.84	62.55	46.35	29.36	48.76	41.47	51.94	57.76	80.30	169.7	374.3	261.5	81.89	96.10	409.6	 1577	 2643	 1480	122.5	5.818	5.309	2.311	1.773	1.734	1.690	0.530	2.554	1.283	2.486	1.524	1.562	1.654	1.279	1.047	1.134	0.989	0.733	0.811	0.843	0.804	1.259	0.953	0.563	0.448	0.690	0.825	0.781	0.750	0.856	0.927	0.478	0.493	0.765	0.584	0.238	0.259	0.596	0.807	0.598	1.035	0.388	0.671	0.318	0.806	1.068	1.641	1.531	0.931	0.443	0.625	0.735	0.405	1.194	1.350	2.397
315.0	33.94	26.04	58.39	52.35	55.61	21.73	41.43	42.32	57.42	52.26	71.83	102.9	169.9	360.2	238.8	67.91	120.6	378.3	871.3	 2873	 2088	129.7	4.056	1.824	3.331	2.018	1.964	0.503	1.878	1.931	2.153	1.412	0.861	1.140	0.942	0.674	0.671	1.174	0.875	1.322	0.865	0.575	0.547	0.932	0.977	-0.117	0.803	0.750	1.049	0.322	0.551	0.907	0.675	0.768	0.995	0.456	1.045	0.770	0.598	0.813	0.753	1.048	0.030	1.400	0.630	0.869	0.422	1.143	0.676	1.161	1.199	0.640	1.068	0.834	0.706	0.979	0.900
320.0	34.74	50.31	66.92	46.85	47.28	32.36	52.30	49.55	40.07	65.57	79.51	90.21	102.6	232.8	391.8	135.3	56.79	110.6	218.9	 1195	 3359	 1428	46.94	3.894	3.173	1.732	2.603	2.229	1.827	2.115	1.934	1.792	1.198	1.292	0.911	0.665	0.783	0.697	1.622	0.431	0.828	0.754	0.428	0.582	0.480	0.833	0.719	0.831	1.231	0.659	0.492	0.518	0.568	1.192	0.449	0.194	0.758	0.267	1.071	0.583	0.558	0.406	0.627	1.131	0.859	0.567	0.728	0.237	0.393	0.628	1.264	1.190	1.523	0.749	0.928	0.715	0.188
325.0	36.65	55.09	84.85	79.65	69.22	51.29	62.64	62.69	61.61	80.89	86.55	98.25	94.22	124.8	305.2	294.5	72.59	52.83	71.54	300.1	 1676	 3186	334.1	16.15	3.349	2.794	2.256	2.420	2.648	1.275	1.837	2.102	1.448	1.093	0.998	1.330	1.189	0.672	0.488	1.553	0.579	0.674	0.860	1.216	0.372	-0.033	0.974	0.681	0.898	0.561	0.250	0.318	0.693	0.125	0.615	0.356	0.245	0.748	0.736	0.560	0.728	0.834	0.369	0.955	1.025	1.027	0.700	0.919	0.096	0.817	0.832	1.218	1.884	1.793	1.168	0.743	0.483
330.0	42.51	54.37	102.1	103.5	96.66	88.44	103.6	110.1	83.46	100.4	99.87	109.4	95.88	105.2	159.5	287.7	237.6	78.36	44.05	88.74	419.5	 1526	 2352	 1185	86.85	4.398	1.896	2.940	2.229	1.121	1.960	2.494	1.430	1.222	0.713	0.780	1.138	1.408	1.028	1.302	0.568	0.558	0.787	0.688	0.604	0.669	1.018	0.972	0.759	0.507	0.384	0.802	0.754	0.604	0.646	0.483	0.546	0.790	0.520	0.611	0.958	0.615	0.518	0.936	1.256	0.486	0.587	0.721	0.619	0.383	0.926	0.813	0.656	1.404	1.675	0.741	1.003
335.0	63.68	71.87	129.0	128.4	147.9	130.6	160.9	157.0	155.2	126.3	114.5	116.5	102.5	111.7	117.3	155.6	258.0	229.6	67.38	50.24	121.1	360.0	854.7	 2834	 1699	94.45	3.275	2.141	3.278	1.982	2.079	2.207	1.443	1.699	0.308	1.081	1.588	1.089	1.184	1.028	0.463	0.114	0.923	0.348	0.896	0.629	1.160	0.892	0.734	0.840	0.327	0.508	1.114	0.324	1.009	0.419	0.568	1.067	0.903	0.523	0.910	0.541	1.044	1.036	0.488	0.915	0.861	0.515	0.401	0.250	0.833	0.842	0.411	0.868	0.732	0.673	1.205
340.0	33.67	77.33	120.6	176.0	165.2	190.4	212.0	202.7	169.8	150.3	138.4	127.2	115.7	121.8	107.9	111.0	158.3	298.9	155.8	52.08	58.82	104.6	216.1	 1289	 3242	 1217	37.16	2.915	3.686	2.879	2.512	2.589	1.515	1.440	1.233	0.058	0.999	0.142	0.950	0.625	0.626	0.393	1.368	1.112	1.109	0.529	0.583	0.594	0.840	0.504	0.607	1.217	0.891	0.416	0.694	1.085	0.581	1.083	1.051	1.158	0.737	1.046	0.942	1.077	0.425	0.796	0.802	0.429	0.239	0.149	0.067	0.257	0.745	0.708	0.437	0.884	1.055
345.0	17.88	107.9	145.1	174.9	222.6	261.1	273.9	243.6	201.4	175.1	148.7	125.4	124.0	115.1	113.7	102.1	112.7	218.0	272.9	95.85	48.31	50.87	70.17	325.6	 1843	 3122	263.9	10.49	3.324	2.618	1.708	2.329	2.080	1.427	0.857	0.966	1.150	0.662	0.902	1.190	0.896	0.831	0.855	1.088	0.758	-0.166	1.010	0.742	0.548	0.450	0.154	1.168	0.824	1.076	1.376	0.834	1.135	0.780	1.250	0.882	1.263	0.441	0.824	1.338	0.443	0.755	0.289	0.628	0.205	1.317	-0.397	0.321	0.617	0.795	0.252	0.918	1.345
350.0	74.78	110.0	161.0	198.0	257.0	297.9	318.3	270.9	239.0	202.0	155.7	132.6	128.5	124.9	118.5	109.2	100.4	128.8	223.9	215.0	90.74	47.97	44.83	95.49	469.6	 1637	 2171	 1023	75.40	3.945	2.251	1.246	1.305	1.549	0.818	1.483	0.992	0.956	1.069	0.922	0.617	0.923	0.989	1.115	0.972	0.192	0.628	1.379	0.466	0.690	1.114	1.092	0.958	1.161	1.119	1.038	1.282	1.202	0.889	1.135	1.170	0.871	0.771	0.679	0.942	0.889	0.678	0.508	0.778	0.826	0.572	0.614	0.621	0.933	0.543	0.661	0.844
355.0	84.19	94.85	174.7	254.0	320.3	302.9	347.0	313.3	266.8	216.8	184.9	129.7	115.9	128.2	122.5	113.6	99.70	106.9	131.8	205.5	214.9	82.06	51.03	52.33	129.5	383.7	913.1	 2844	 1497	73.50	3.210	2.826	1.273	2.060	1.947	1.687	0.788	1.082	0.615	1.197	0.697	0.598	1.317	0.186	1.233	0.748	0.803	1.237	0.541	0.944	0.750	1.000	1.108	1.490	1.003	1.445	1.076	1.374	1.399	1.277	0.514	1.002	0.982	0.874	0.449	0.888	0.444	0.426	0.812	1.149	0.195	0.854	0.644	0.756	0.799	0.269	1.043
360.0	81.74	100.2	170.1	233.9	298.7	330.0	362.8	306.5	256.1	232.1	194.3	140.3	132.8	125.4	132.6	112.2	110.0	102.2	117.2	143.0	246.4	158.1	62.53	50.97	60.13	107.8	230.8	 1410	 3171	 1064	28.31	3.872	2.181	2.554	0.946	1.530	1.491	0.824	1.075	1.080	0.848	1.185	0.333	0.543	1.422	1.392	0.748	1.353	0.582	0.694	0.658	1.018	1.081	1.333	0.991	1.403	0.809	1.339	0.755	1.248	1.236	0.924	0.970	0.917	0.932	1.631	0.996	0.680	0.559	0.444	0.643	1.063	0.946	0.584	0.882	-0.076	-0.068
365.0	68.33	92.92	184.2	236.7	310.3	351.2	357.5	333.8	294.0	234.9	187.6	142.2	133.7	142.0	127.8	119.1	117.4	114.4	115.8	115.8	182.0	243.0	103.7	59.60	47.76	54.45	71.57	361.6	 1914	 3046	229.7	10.65	3.365	2.964	2.033	1.291	1.013	0.163	1.395	0.909	0.366	0.870	0.446	0.558	0.830	1.145	0.287	1.377	0.745	0.586	0.794	1.307	1.413	1.766	0.659	1.344	1.295	1.743	0.477	0.633	0.603	1.221	0.608	0.799	1.554	1.272	1.004	0.779	0.335	0.609	0.456	1.037	1.059	0.530	0.293	0.540	0.373
370.0	86.60	118.6	172.9	236.7	310.7	367.6	375.2	327.8	282.9	234.3	181.6	136.2	145.8	133.3	136.8	127.1	127.7	125.0	125.2	121.1	127.9	190.7	202.3	108.6	60.04	51.38	46.39	103.7	487.7	 1699	 2124	898.2	61.75	3.510	2.566	1.986	1.576	1.112	1.251	0.297	1.592	0.696	0.551	0.785	0.908	0.702	0.899	1.125	0.810	1.206	0.755	0.766	1.022	1.599	1.165	0.854	1.081	1.812	0.864	0.931	0.782	1.018	1.121	0.815	0.871	0.681	0.797	0.765	1.108	0.925	0.919	0.582	0.677	0.185	0.523	0.601	0.868
375.0	45.56	108.5	156.9	234.4	320.5	346.7	357.8	313.3	296.9	234.7	177.5	146.7	144.2	139.4	138.4	135.6	132.8	132.2	131.2	129.7	125.9	139.2	187.1	201.9	99.87	62.19	51.54	53.32	130.3	397.5	950.6	 2900	 1300	65.02	3.192	1.746	1.530	0.392	0.785	1.035	1.354	1.085	0.314	1.080	0.569	1.159	0.577	1.293	1.190	0.822	1.297	0.336	0.745	0.959	1.105	1.357	0.905	1.821	0.598	1.171	1.625	0.286	1.272	0.741	0.765	0.952	0.788	0.392	0.336	0.547	0.616	1.029	0.611	0.659	0.292	0.596	1.020
380.0	52.95	97.59	162.7	214.2	293.2	332.6	335.0	309.3	275.1	214.1	174.0	146.2	152.0	139.4	140.6	142.9	143.3	139.3	137.7	138.8	127.9	132.0	137.0	217.4	165.9	78.99	60.77	46.55	56.55	106.5	237.1	 1485	 3049	974.7	25.26	2.291	2.014	1.144	0.778	1.556	0.864	1.974	0.963	0.919	1.111	0.738	0.506	0.871	1.040	1.298	0.776	0.731	0.809	0.852	1.117	1.387	1.339	1.133	0.526	1.371	0.847	0.671	1.309	0.934	1.227	0.774	1.193	0.987	0.691	0.371	0.329	0.303	0.717	0.897	0.582	0.484	0.232
385.0	103.0	124.0	121.1	230.0	298.6	327.2	345.6	307.4	278.4	211.0	173.4	153.4	144.1	137.7	142.2	144.4	145.7	141.6	144.4	143.5	138.3	128.1	129.9	166.0	222.6	124.4	65.57	50.68	43.48	46.85	70.90	382.5	 1919	 2845	179.9	8.393	2.663	1.130	0.870	1.072	1.374	1.137	0.840	0.846	0.925	0.477	1.269	1.376	0.887	1.420	0.787	0.990	0.982	0.935	1.446	1.180	0.941	1.468	0.629	1.450	0.873	0.734	0.797	0.867	0.921	1.422	0.950	0.963	0.433	0.105	0.688	0.333	0.871	0.687	0.912	1.233	0.534
390.0	46.95	82.09	118.0	183.1	273.3	296.9	301.3	303.2	256.4	222.6	174.4	149.6	146.8	143.5	148.2	144.8	143.2	149.1	148.9	149.4	143.6	134.4	132.1	134.8	174.1	193.5	114.6	64.66	50.88	41.79	40.47	102.1	491.5	 1566	 2169	702.5	51.72	1.688	0.905	1.284	1.307	0.849	1.467	0.937	0.986	0.842	0.857	0.758	1.089	1.389	0.632	0.915	0.939	1.078	1.109	1.014	1.176	1.679	1.503	1.073	0.849	1.011	1.139	0.607	0.947	0.581	0.790	0.884	0.405	0.492	0.859	0.307	0.550	0.916	0.877	0.715	0.841
