Sample:	'1
File name:	Default_20230714_154416.FD3
Run date:	'15:37:55, 07/14/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
54	300.0/555.0	5.559
55	305.0/265.0	1.156
56	305.0/340.0	410.9
57	310.0/345.0	353.2
58	310.0/585.0	1.317
59	315.0/560.0	3.484
60	315.0/580.0	0.754
61	320.0/250.0	-0.226
62	320.0/360.0	270.1
63	325.0/265.0	-0.613
64	325.0/365.0	228.1
65	330.0/245.0	-0.577
66	330.0/260.0	-0.340
67	330.0/370.0	180.5
68	335.0/300.0	0.613
69	335.0/375.0	176.5
70	335.0/585.0	1.386
71	340.0/265.0	0.318
72	340.0/385.0	181.7
73	340.0/505.0	13.21
74	340.0/600.0	0.333
75	345.0/270.0	-0.058
76	345.0/390.0	149.1
77	350.0/235.0	-0.788
78	350.0/275.0	0.392
79	350.0/395.0	147.2
80	350.0/440.0	39.20
81	350.0/595.0	1.092
82	350.0/635.0	0.711
83	355.0/255.0	-0.053
84	355.0/405.0	142.8
85	360.0/235.0	0.029
86	360.0/280.0	-0.332
87	360.0/410.0	116.8
88	365.0/415.0	112.7
89	365.0/610.0	0.287
90	370.0/310.0	0.156
91	370.0/420.0	99.12
92	370.0/585.0	0.681
93	375.0/240.0	0.004
94	375.0/280.0	0.953
95	375.0/430.0	87.93
96	380.0/435.0	76.39
97	385.0/300.0	0.274
98	385.0/440.0	70.46
99	390.0/315.0	0.122
100	390.0/450.0	58.19
101	395.0/455.0	52.15
102	400.0/465.0	45.28
103	405.0/470.0	36.04
104	410.0/475.0	31.23
105	415.0/485.0	27.89
106	420.0/490.0	22.85
107	425.0/495.0	20.84
108	430.0/505.0	17.57
109	435.0/510.0	14.15
110	440.0/515.0	13.07
111	445.0/375.0	2.598
112	445.0/525.0	11.98
113	450.0/530.0	9.429
114	460.0/545.0	5.860
115	470.0/560.0	4.678
116	480.0/575.0	1.889
117	485.0/360.0	11.64
118	485.0/585.0	1.609
119	490.0/590.0	1.261
120	495.0/365.0	12.17
121	495.0/600.0	1.244
122	510.0/280.0	1.067
123	510.0/615.0	0.598
124	520.0/285.0	1.279
125	520.0/560.0	0.697
126	525.0/290.0	0.908
127	540.0/295.0	1.276
128	545.0/300.0	1.314
129	550.0/305.0	1.639
130	560.0/310.0	1.291
131	570.0/315.0	2.123
132	580.0/325.0	1.207

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-26.79	25.69	 1012	 1161	92.99	-9.840	-6.945	-9.024	-6.404	-8.445	-8.528	-5.463	-3.887	-4.572	-4.444	-2.372	-2.630	-2.796	-1.000	-1.162	-1.934	-1.343	-1.299	-1.385	-1.203	-1.370	-1.184	-0.892	-0.885	-1.427	-1.184	-1.053	-1.026	-0.265	-0.580	-0.211	-1.029	-0.637	-0.695	-0.358	-0.451	-0.550	-0.157	-0.751	-0.309	-0.577	-0.384	0.577	2.394	2.345	0.529	-0.209	-0.397	-0.428	-0.400	-0.535	-0.286	-0.505	-0.379	-0.615	-0.737	-0.429	-0.365	-0.379	-0.415	-0.607	-0.555	-0.432	-0.487	-0.071	-0.309	-0.244	-0.581	-0.695	-0.474	-0.475	-0.419
235.0	-27.26	-18.87	298.9	 1420	 1234	97.35	-5.836	-8.349	-2.108	-6.281	-5.426	-5.378	-4.440	-1.331	-2.983	-1.974	-2.446	-2.285	-1.832	-3.381	-2.296	-1.253	-1.307	-1.876	-1.404	-0.790	-0.788	-2.035	0.029	-1.096	-1.489	-0.338	-0.656	-0.623	0.071	-0.325	-0.528	-0.803	-0.084	-0.706	-0.342	-0.456	-0.350	-0.863	-0.257	-0.547	-0.317	-0.231	0.032	1.435	2.578	2.793	0.976	-0.512	-0.234	0.030	-0.599	-0.602	-0.519	-0.327	-0.511	-0.266	-0.411	-0.627	-0.161	-0.626	-0.494	-0.635	-0.650	-0.573	-0.212	-0.688	-0.410	-0.698	-0.099	-0.640	-0.609
240.0	-24.72	0.920	59.79	610.8	 1972	 1137	67.16	-2.414	0.646	-5.400	-3.955	-6.763	-6.215	-1.818	0.990	-2.043	-3.346	-2.889	-1.522	-2.233	-2.741	-1.331	-1.450	-1.498	-2.294	-1.007	-0.943	-1.653	-0.607	-1.981	-0.992	0.004	-1.296	-0.740	-0.875	-0.914	-0.701	-0.410	-0.683	-0.451	-1.018	-0.321	-0.438	-0.319	-0.516	-0.713	-0.079	-0.128	-0.219	-0.019	0.980	2.775	4.104	2.547	0.172	-0.106	-0.211	0.008	-0.312	-0.689	-0.341	-0.377	-0.635	-0.576	-0.378	-0.546	-0.274	-0.563	-0.212	-0.420	-0.145	-0.312	-0.602	-0.527	-0.683	-0.571	-0.424
245.0	-24.79	-2.041	28.76	119.9	 1021	 2343	919.0	20.41	-3.337	-0.895	-5.344	-1.015	-8.392	-2.600	-0.254	-1.089	-1.346	-2.809	-1.672	-2.686	-2.261	-1.215	-0.577	-1.139	-0.670	-2.020	-1.044	-1.597	-0.773	-1.185	-1.130	-0.096	-1.757	-0.625	-0.879	-0.734	-0.529	-0.797	-0.788	-0.058	-0.992	-0.257	-0.308	-0.501	-0.755	-0.351	-0.323	0.002	-0.055	0.230	-0.308	0.832	2.691	4.088	3.694	1.738	-0.079	-0.596	-0.482	-0.282	-0.535	-0.530	0.001	-0.471	-0.659	-0.966	-0.223	-0.450	-0.739	-0.684	-0.381	-0.550	-0.262	-0.312	-1.229	-0.166	-0.585
250.0	-20.26	-33.97	28.63	60.40	238.8	 1091	 2217	 1297	195.7	-5.709	-3.680	-8.987	-7.935	0.276	-1.248	-3.254	-2.110	-1.507	-2.134	-1.851	-0.226	-1.695	-1.734	-1.096	-1.108	-0.388	-0.913	-0.671	-0.950	-1.205	-1.402	-0.542	-1.190	-0.990	-1.086	-0.614	-0.447	-0.751	-0.068	-0.185	-0.990	-0.694	-0.119	0.003	-0.651	-0.458	-0.198	-0.210	-0.045	0.185	-0.356	-0.110	0.412	1.000	2.314	3.697	4.027	3.814	1.268	0.125	-0.388	-0.549	-0.511	-0.374	-0.610	-0.530	-0.424	-0.355	-0.587	-0.461	-0.627	-0.150	-0.656	-0.483	-0.840	-0.638	-0.415
255.0	-20.94	-27.93	-9.244	99.37	118.3	254.2	780.9	 3001	 1694	180.9	-1.364	-3.976	-7.401	-3.429	-0.240	-0.181	-2.224	-0.739	-2.052	-2.497	-0.745	-1.265	-1.346	-1.232	-0.892	-1.005	-1.168	-0.053	-0.765	-0.725	-0.639	-1.484	-1.244	-0.743	-0.304	-0.920	-0.407	-0.478	-0.401	-0.423	-0.184	-0.065	-0.526	-0.474	-0.576	-0.479	-0.017	-0.639	-0.469	-0.096	0.112	0.012	-0.464	0.159	0.291	0.526	1.360	3.904	6.278	5.936	2.163	-0.187	-0.343	-0.723	-0.611	-0.089	-0.540	-0.453	-0.955	-0.490	-0.540	-0.669	-0.515	-0.213	-0.666	-0.499	-0.006
260.0	-0.060	-21.73	-16.71	39.85	145.1	103.3	180.3	 1268	 3558	 1344	80.54	-0.687	-0.658	-3.144	-1.436	-1.642	-3.484	0.851	-1.504	-2.549	-1.283	-1.872	-0.340	-1.586	0.284	-1.195	-1.056	-0.781	-0.712	-1.152	-1.407	-1.260	-1.215	-0.563	-1.132	-0.750	-0.513	-0.607	-0.743	-0.593	-0.590	-0.346	-0.446	-0.586	-0.287	-0.410	-0.533	-0.247	-0.416	-0.390	0.132	0.776	-0.088	0.173	-0.021	-0.202	-0.171	0.776	2.316	5.844	6.655	3.939	1.158	-0.448	-0.612	-0.309	-0.620	-0.012	-1.255	-0.298	-0.443	-0.371	-0.911	-0.539	-0.241	-0.509	-0.464
265.0	-41.61	-6.318	-23.75	-1.396	82.45	149.9	67.98	302.5	 1834	 3423	995.9	20.56	-1.656	-0.007	-3.153	-2.158	-2.335	1.156	-0.908	-1.232	-1.935	-0.613	-1.287	-2.062	0.318	-0.785	-1.932	-1.368	-1.782	-1.041	-1.414	-1.309	-0.729	-0.883	-0.702	-1.130	-0.938	-0.730	-0.818	-0.503	-0.589	-0.478	-0.713	-0.825	-0.058	0.095	-0.034	-0.355	-0.480	0.026	-0.304	0.230	0.136	0.507	0.185	0.022	0.180	-0.661	0.124	1.410	4.173	7.144	7.661	3.129	0.046	-0.221	-0.627	-0.273	-1.383	-0.454	-0.542	-0.815	-0.832	-0.543	-0.478	-0.568	-0.905
270.0	-32.92	-26.16	-28.73	-4.788	25.82	117.0	194.2	108.9	442.3	 1569	 2701	 1674	174.6	-0.395	-1.129	-0.978	-1.186	-0.608	-2.510	-1.914	-2.140	-1.210	-1.750	-1.474	-0.323	-0.058	-0.911	-1.507	-0.845	-0.769	-0.936	-0.957	-0.221	-1.052	-0.533	-1.031	-0.096	-0.691	-0.696	-0.580	-0.216	-0.778	-0.446	-0.617	-0.587	-0.315	-0.357	-0.150	-0.522	-0.240	-0.379	-0.120	-0.201	0.363	0.254	0.243	0.396	-0.093	-0.251	0.126	0.978	2.101	4.208	5.616	6.904	5.684	2.009	-0.052	-0.299	-0.759	-0.652	-0.497	-0.528	-0.163	-0.786	-0.413	-0.677
275.0	1.080	-17.36	-27.43	-13.66	-3.403	29.52	147.3	248.5	135.3	366.1	890.5	 2981	 2310	119.5	-0.393	-0.345	-0.234	-1.615	-2.036	-0.630	-1.237	-1.013	-1.539	-0.137	-1.124	-0.897	0.392	-1.293	-1.227	-0.744	-1.594	-0.041	-0.706	-0.259	-0.269	-1.025	-0.534	-0.533	-0.435	-0.408	0.020	-0.455	-0.220	-0.838	-0.093	-0.004	-0.422	-0.523	-0.278	0.185	-0.477	-0.034	-0.214	-0.047	-0.265	-0.134	0.042	0.847	0.797	-0.131	0.256	0.402	0.464	1.161	1.818	5.947	9.210	8.558	2.065	-0.560	-0.458	-0.514	-0.568	-0.348	-0.868	-0.386	-0.475
280.0	1.210	-18.21	-23.24	-22.98	-16.61	-3.363	40.02	280.7	240.8	103.8	227.6	 1234	 3533	864.6	51.13	-0.210	-1.454	-1.656	-1.911	-1.427	-0.777	-1.130	-0.688	-0.605	-1.532	-0.920	-1.314	-0.917	-0.332	-1.047	-1.752	0.953	0.270	-0.832	-0.413	-0.534	-0.443	-0.234	-0.619	-0.150	-0.026	-0.585	-0.410	-0.981	-0.484	-0.181	-0.524	-0.096	-0.104	-0.371	-0.248	-0.188	-0.678	-0.424	-0.469	-0.259	-0.179	0.638	1.067	0.831	-0.030	-0.602	-0.077	0.277	0.407	1.566	3.828	9.634	10.71	5.805	1.043	-0.256	-0.329	0.028	-0.111	-0.794	-0.092
285.0	-30.63	-17.30	-10.66	1.850	-9.246	-10.86	3.316	126.3	372.9	163.7	87.79	326.9	 1733	 3485	620.8	15.22	2.739	1.185	0.453	-1.623	-1.313	-1.454	-0.697	-1.720	-2.073	-1.306	-0.405	-1.502	-0.812	-1.391	-1.017	-0.631	-0.271	-0.536	-0.799	-0.595	0.338	-0.067	-0.282	-0.297	-0.557	-1.042	-1.029	-0.658	-0.176	-0.536	-0.494	-0.744	-0.086	-0.147	-0.286	0.016	-0.714	-0.503	-0.175	-0.530	-0.009	0.009	0.293	1.274	1.279	-0.161	-0.118	0.252	0.226	0.354	0.970	2.845	6.418	10.82	8.910	3.394	0.002	-0.573	-0.023	-0.796	-0.847
290.0	-17.36	-20.67	-3.525	1.308	-6.557	-5.608	5.882	32.30	200.0	399.1	205.6	136.7	475.9	 1648	 2733	 1480	123.9	0.910	-0.908	-1.454	-0.795	-2.119	-0.889	-2.232	-0.738	-1.439	-1.083	-0.891	-0.504	-1.202	-1.227	-0.599	-0.154	-0.044	-0.606	-0.301	-0.160	-0.464	-0.592	-0.986	-0.775	-0.570	-0.276	-0.790	-0.374	-0.454	-0.493	-0.373	-0.153	-0.044	-0.190	0.140	-0.565	-0.372	-0.280	-0.280	-0.484	-0.519	-0.218	0.167	0.566	0.908	0.880	0.218	0.081	0.121	-0.385	0.339	1.254	3.145	5.178	6.753	8.469	4.935	1.715	-0.169	-0.049
295.0	-0.034	6.478	4.442	5.948	-8.002	-3.842	4.604	25.17	82.23	229.6	533.7	240.3	183.6	433.4	905.7	 2880	 1994	112.2	-0.528	0.247	-1.194	-0.338	-0.995	-1.218	-0.238	-1.631	-0.811	-0.928	-1.426	-0.400	-0.791	-0.293	-0.506	-0.886	-0.083	-0.938	-0.422	-0.399	-0.690	0.046	-0.343	-0.612	0.027	-0.265	-0.040	-0.313	-0.407	-0.715	-0.052	-0.303	-0.176	-0.583	-0.057	-0.324	-0.536	-0.530	-0.379	-0.760	-0.009	0.019	-0.199	0.035	0.679	1.234	1.276	0.293	-0.112	-0.236	-0.130	0.867	1.005	1.415	2.816	6.784	11.25	7.766	1.501
300.0	-18.77	10.91	23.74	9.915	-0.810	-1.367	17.28	35.64	48.90	126.0	407.4	534.7	189.6	164.1	239.3	 1193	 3311	499.5	42.21	1.606	-0.758	0.403	-0.661	0.613	-1.113	-1.000	-1.081	-0.963	-0.999	-1.826	-0.965	-0.705	-0.667	0.274	-0.626	-0.585	-0.197	-0.629	-0.633	-0.026	-0.137	-0.293	-0.351	-0.983	-0.278	-0.290	-0.318	-0.673	0.211	-0.136	-0.280	-0.384	0.002	-0.741	0.066	-0.357	-0.371	-0.386	-0.226	-0.158	0.025	-0.286	0.267	0.458	1.097	1.314	0.791	-0.091	-0.217	-0.175	0.206	-0.123	0.187	1.055	4.738	9.481	10.58
305.0	3.429	3.200	13.61	23.64	12.72	14.02	31.08	24.85	52.77	81.57	208.5	621.0	401.1	117.1	90.90	307.1	 1651	 2970	397.5	11.64	-0.365	-0.252	-0.924	-0.372	-1.056	-0.290	-1.676	-0.294	-0.527	-1.041	-0.658	-0.713	-0.841	0.121	-0.425	-0.197	0.218	-0.688	0.051	-0.588	0.031	-0.010	-0.468	-0.974	-0.476	-0.289	-0.303	-0.086	-0.290	-0.013	0.223	-0.373	0.082	-0.592	-0.157	-0.289	-0.667	-0.208	0.101	-0.464	0.264	-0.323	-0.153	0.038	0.504	0.977	1.639	0.771	0.275	-0.127	-0.039	-0.401	-0.330	-0.052	0.741	2.356	6.790
310.0	12.80	2.419	22.67	18.41	12.13	17.12	29.28	35.54	55.95	80.55	133.9	319.7	553.2	337.5	81.39	94.05	412.7	 1428	 2331	 1200	92.83	0.685	-0.599	-0.963	-0.453	-0.678	-1.312	-0.313	-0.393	-1.205	0.156	-0.304	-0.406	-0.596	-0.145	-0.628	-0.155	-0.753	-0.504	-0.888	-0.473	-0.280	-0.485	-0.464	-0.058	-0.272	0.039	-0.081	-0.507	0.093	-0.365	-0.432	-0.043	-0.378	-0.589	-0.109	-0.296	-0.609	-0.013	0.075	0.190	-0.081	-0.230	0.074	-0.126	0.172	0.522	0.928	1.291	0.919	0.563	-0.681	-0.523	-0.495	-0.040	0.086	1.476
315.0	-5.275	32.30	44.82	27.30	40.06	38.39	33.34	74.33	63.59	98.85	119.7	179.5	277.6	530.1	264.4	57.86	112.5	339.7	790.7	 2525	 1638	92.45	0.131	-0.379	-0.374	-0.721	-0.679	-0.302	-0.630	-0.355	-0.804	-1.451	-0.122	-0.806	0.122	-0.269	-0.360	-0.217	-0.222	-0.619	-0.451	-0.263	-0.973	-0.238	-0.348	-0.624	0.409	-0.251	-0.642	0.059	-0.294	0.117	0.068	-0.158	-0.375	0.070	-0.333	0.008	-0.442	0.030	0.097	-0.213	-0.011	-0.249	0.070	0.076	0.049	0.430	0.601	1.228	2.123	0.112	0.078	0.031	0.116	-0.582	-0.061
320.0	-5.305	47.17	44.33	62.73	93.87	113.3	106.4	133.3	121.2	125.9	130.4	144.3	172.1	334.2	484.9	124.6	48.33	96.87	197.4	 1070	 2773	 1113	36.59	-1.498	0.876	0.412	-0.433	-0.732	-0.126	-0.419	-0.228	-0.818	-0.512	-0.619	-0.115	0.301	-0.244	-0.186	0.230	-0.985	-1.066	-0.492	-0.840	-0.951	-0.227	-0.385	0.108	-0.656	-0.107	-0.015	-0.227	-0.091	-0.036	0.171	-0.451	0.380	0.001	0.160	0.137	0.013	0.460	0.011	0.488	-0.507	0.280	0.331	0.331	0.124	-0.099	0.020	1.129	0.699	0.851	-0.064	-0.090	-0.669	0.035
325.0	37.08	82.06	123.5	180.6	214.9	229.2	265.2	245.0	234.7	195.2	151.6	154.6	154.1	177.6	419.1	311.8	66.83	44.13	65.92	268.6	 1445	 2596	292.4	10.71	0.771	-0.927	-0.727	-0.879	0.600	-0.691	-0.526	-0.728	-0.146	-0.598	-1.322	-0.578	-0.713	-0.587	-0.892	-0.165	-0.735	-0.398	-0.729	-0.989	-0.126	-0.495	0.098	-0.098	0.257	0.355	-0.161	0.073	-0.271	0.211	0.423	0.218	0.867	0.039	0.389	0.515	0.667	-0.330	0.349	-0.164	0.017	-0.016	-0.080	0.501	-0.261	-0.321	0.453	0.098	1.207	0.874	0.260	-0.591	-0.558
330.0	44.30	171.2	308.7	414.5	541.8	646.3	684.5	647.3	530.5	412.8	261.2	180.3	161.1	153.5	215.3	355.0	276.2	84.48	46.85	85.40	363.0	 1244	 1916	974.4	77.23	-0.047	-0.432	-0.779	0.070	-0.927	-0.955	-0.527	-0.105	-0.568	-0.870	-0.571	-0.791	-0.376	-0.246	-0.453	-0.779	-0.669	-0.439	-0.198	-0.099	-0.341	0.383	0.162	0.804	0.295	0.703	0.970	1.371	1.734	1.326	2.229	1.915	1.485	1.385	1.433	1.170	0.997	1.033	0.431	0.014	-0.049	0.170	0.362	0.011	-0.341	0.221	-0.069	0.380	0.212	0.525	0.465	-0.109
335.0	162.7	400.7	619.5	873.9	 1046	 1289	 1391	 1278	981.0	783.0	458.7	231.4	188.0	169.2	158.4	194.1	359.5	283.9	81.57	57.01	107.4	292.5	677.1	 2133	 1368	80.70	1.421	0.340	-0.290	-0.238	0.010	-0.410	-0.181	-0.387	-0.433	-0.326	-0.505	-0.102	0.089	-0.610	-1.058	0.039	-0.600	0.040	0.227	-0.213	0.680	0.834	0.753	1.281	1.575	3.101	2.657	3.896	3.740	4.371	3.807	3.729	3.133	3.101	2.662	1.488	1.584	1.179	0.598	0.484	0.592	0.008	0.024	0.494	0.028	0.309	-0.256	-0.422	0.433	0.476	0.710
340.0	218.5	559.6	778.0	 1143	 1533	 1812	 1911	 1778	 1338	 1039	581.4	291.2	206.0	180.5	165.7	158.4	239.5	410.9	192.3	60.25	53.98	86.37	169.2	952.7	 2386	933.8	33.01	1.000	-0.137	0.653	0.102	-0.614	0.155	-0.248	0.106	-0.490	-0.721	-0.314	0.064	-0.448	-0.337	-0.033	-0.281	-0.530	0.939	0.943	0.790	1.576	1.451	2.461	2.814	4.281	4.734	5.506	5.760	6.355	5.753	5.308	4.489	3.705	3.884	3.076	2.555	1.924	1.336	0.682	0.179	0.455	0.228	-0.204	-0.046	-0.242	-0.146	0.154	0.244	-0.329	0.326
345.0	284.6	662.9	973.0	 1504	 1996	 2318	 2466	 2279	 1743	 1302	709.1	342.8	225.8	198.4	193.0	162.1	178.2	322.8	353.2	112.1	47.01	41.72	54.84	240.2	 1286	 2179	237.2	9.763	1.498	0.267	0.002	-0.157	-0.168	-0.520	-0.287	-0.371	-0.586	-0.007	-0.182	-0.198	-0.193	0.034	-0.009	0.110	1.074	1.074	1.576	2.142	2.329	2.999	3.956	5.298	6.480	6.930	7.176	8.488	7.821	6.659	5.880	5.435	5.449	3.606	3.305	1.886	1.144	0.592	-0.005	0.601	0.343	-0.242	0.261	-0.293	-0.148	-0.068	-0.123	0.050	0.268
350.0	349.3	807.8	 1226	 1894	 2516	 2958	 3103	 2823	 2137	 1572	848.5	389.8	250.3	229.1	211.7	182.8	174.2	203.2	302.6	270.7	94.06	35.10	28.79	67.51	319.9	 1085	 1636	842.0	69.73	0.567	0.340	-0.369	-0.114	-0.145	-0.550	-0.289	-0.504	-0.520	-0.129	-0.205	-0.295	-0.015	0.151	0.267	1.256	1.525	2.068	2.711	2.768	3.502	4.677	6.066	7.505	9.146	8.898	8.655	10.01	8.966	7.221	6.360	6.445	5.378	3.655	2.295	1.852	0.549	-0.133	0.746	-0.057	-0.049	0.127	0.378	0.314	0.358	0.043	0.268	-0.235
355.0	436.0	912.7	 1439	 2139	 2856	 3408	 3477	 3198	 2443	 1802	935.9	417.1	265.0	241.6	225.9	202.9	184.3	179.7	188.1	261.7	235.5	64.87	24.36	29.14	81.70	252.1	597.2	 1879	 1249	73.54	2.037	0.254	-0.077	-0.664	-0.364	-0.230	-0.571	-0.656	-0.119	-0.309	0.168	0.476	0.249	0.796	1.048	1.490	2.081	3.431	3.994	3.697	5.420	6.966	9.244	10.78	10.01	11.50	11.46	9.686	8.416	7.930	6.728	5.840	4.384	2.979	1.462	0.615	0.098	0.425	0.216	0.194	0.542	0.205	0.575	-0.318	0.649	0.279	0.218
360.0	417.9	928.9	 1485	 2232	 3058	 3526	 3689	 3327	 2529	 1828	987.7	437.2	291.4	243.5	233.0	208.5	187.4	181.7	157.1	171.6	270.1	150.7	35.59	21.48	29.75	69.57	147.6	855.1	 2140	858.6	28.74	0.805	0.012	-0.116	-0.330	-0.188	-0.491	0.044	-0.529	-0.264	0.170	-0.315	0.418	0.687	1.072	1.640	2.439	3.363	3.693	3.529	5.196	8.323	9.391	11.64	11.10	11.38	11.35	10.29	9.497	7.352	6.043	6.142	4.518	3.186	1.311	0.505	0.907	0.178	0.438	0.337	0.214	0.196	0.217	0.397	0.246	0.174	0.340
365.0	455.0	995.3	 1626	 2346	 3043	 3600	 3719	 3448	 2681	 1890	 1018	427.0	279.2	246.7	233.0	213.9	197.1	181.0	148.2	126.0	180.2	228.1	86.81	21.29	20.48	27.45	41.47	214.8	 1154	 1944	211.5	8.610	-0.605	0.471	-0.202	-0.280	-0.134	-0.058	-0.093	-0.132	-0.003	-0.189	0.241	0.677	1.098	2.178	2.174	3.287	3.479	4.082	5.502	8.569	9.347	10.71	10.88	12.17	11.91	10.85	9.252	7.648	6.836	5.666	4.951	3.175	2.136	0.403	0.862	0.582	0.124	0.110	0.602	0.000	0.520	0.200	0.002	0.132	0.353
370.0	445.8	986.5	 1514	 2244	 2983	 3488	 3639	 3224	 2509	 1826	 1003	415.1	257.5	237.6	230.1	207.8	197.2	178.5	147.0	109.9	102.5	164.4	180.5	74.52	23.43	19.65	21.84	57.43	285.9	960.5	 1471	750.8	57.28	0.715	0.161	-0.191	0.357	-0.073	-0.269	-0.338	-0.173	0.225	0.689	0.650	1.110	1.675	1.787	2.666	3.383	4.125	5.269	7.641	8.932	10.25	10.83	11.39	11.71	10.20	8.751	7.165	6.960	4.980	5.423	2.910	1.720	0.632	0.232	0.500	0.301	0.377	0.532	-0.131	0.021	0.173	0.433	0.206	0.031
375.0	380.4	956.0	 1426	 2107	 2737	 3244	 3383	 2992	 2349	 1686	915.4	400.9	247.0	226.4	221.9	202.8	182.5	170.7	141.2	105.1	78.59	83.15	141.4	176.5	65.97	22.78	20.13	24.86	73.48	224.3	542.6	 1689	 1050	61.41	0.682	-0.207	-0.089	-0.067	-0.032	-0.186	-0.321	0.365	0.278	0.031	0.695	2.598	1.517	2.450	3.306	3.740	5.328	7.098	7.761	10.23	10.09	10.88	10.45	8.981	7.351	6.914	5.902	4.744	4.586	2.555	0.954	0.770	0.175	0.244	0.288	-0.111	0.799	0.021	0.328	0.254	0.589	-0.382	-0.065
380.0	390.1	861.2	 1329	 1911	 2586	 2953	 3081	 2728	 2168	 1517	830.5	365.6	222.0	217.5	201.0	184.7	176.0	156.9	132.5	101.1	73.03	60.56	80.99	173.2	136.2	39.02	20.30	20.32	28.45	58.66	132.3	766.1	 1825	722.8	20.67	0.529	0.369	-0.097	0.114	-0.213	-0.038	0.388	0.756	0.249	1.057	1.041	1.145	2.095	2.816	3.185	5.257	6.439	7.560	9.085	8.484	9.532	9.864	8.219	6.945	5.897	5.990	4.581	3.773	2.202	1.491	0.382	0.180	0.569	0.208	-0.127	-0.175	-0.049	0.076	-0.032	0.263	0.032	0.236
